"Línea Negocio" "Prima Cobrada" "Prima Devengada" "Siniestros Pagados" "Comisiones Bonos" "Siniestros Incurridos" "Cantidad Siniestros" "% Siniestralidad" "% Persistencia" "Rentabilidad" "% Cumplimiento Presupuesto Inventario" "% Cumplimiento Presupuesto Primas Cobradas" "Fecha" "centro_atencion" "asesor"
"171" "Fianzas" 554 198 275 324 196 491 111.000400129706 517.815297469497 150 511.051839217544 428.92432291992 2019-06-20 "Centro 5" "Lovie Kertzmann"
"172" "Salud" 578 467 377 335 3 196 321.063046809286 80.9270872268826 38 170.644360408187 332.95464576222 2019-06-21 "Centro 2" "Lovie Kertzmann"
"173" "Fianzas" 518 115 459 71 551 502 188.14176893793 403.998542390764 68 210.873576113954 378.207718860358 2019-06-22 "Centro 3" "Helena Wiegand"
"174" "Patrimoniales" 517 266 478 273 99 568 102.536299265921 348.001066502184 515 442.947311885655 162.967741023749 2019-06-23 "Centro 4" "Aurore Shields"
"175" "Salud" 189 498 441 150 43 333 483.902212930843 277.42458335124 299 286.33897989057 48.9772218279541 2019-06-24 "Centro 3" "Betsy Sporer PhD"
"176" "Personas" 209 583 21 119 521 328 226.572449086234 180.714635225013 7 582.808606792241 221.98475128971 2019-06-25 "Centro 4" "Luana Tillman"
"177" "Auto" 215 250 399 571 254 586 243.936864612624 135.999515047297 27 337.391444854438 264.357133163139 2019-06-26 "Centro 3" "Mr. Garth Raynor"
"178" "Personas" 551 379 228 78 586 394 566.966801974922 19.2166908178478 278 473.765732394531 490.373062994331 2019-06-27 "Centro 2" "Aurore Shields"
"179" "Personas" 488 376 486 126 253 364 130.039080418646 29.0844105184078 285 52.0169416442513 219.06066890806 2019-06-28 "Centro 5" "Mrs. Sheri Rippin PhD"
"180" "Auto" 175 284 38 141 97 434 158.878778899089 168.300658883527 582 79.1251145303249 227.282172767445 2019-06-29 "Centro 2" "Mr. Garth Raynor"
"181" "Auto" 79 501 97 106 250 377 358.811410423368 429.341185418889 48 273.354362603277 569.286854658276 2019-06-30 "Centro 1" "Helena Wiegand"
"182" "Salud" 263 587 513 193 334 180 117.628623079509 594.102053018287 101 144.623767118901 304.792720684782 2019-07-01 "Centro 2" "Mell Terry-Schowalter"
"183" "Fianzas" 528 57 558 309 173 506 135.863670241088 283.148005977273 262 19.3347715772688 594.150542188436 2019-07-02 "Centro 5" "Luana Tillman"
"184" "Auto" 91 442 399 583 527 346 286.885788431391 90.2503402903676 79 596.142346411943 448.489223141223 2019-07-03 "Centro 2" "Lovie Kertzmann"
"185" "Patrimoniales" 134 573 172 145 65 593 97.0333385746926 249.782773526385 185 37.9106246866286 513.461585948244 2019-07-04 "Centro 1" "Helena Wiegand"
"186" "Salud" 256 485 457 141 472 395 279.056059475988 389.108697976917 368 299.011552613229 284.938001213595 2019-07-05 "Centro 2" "Luana Tillman"
"187" "Personas" 410 562 44 113 491 310 531.785797839984 202.064327616245 441 288.943535881117 32.893251394853 2019-07-06 "Centro 5" "Aurore Shields"
"188" "Auto" 90 447 203 71 365 127 490.898293722421 15.9828227944672 464 59.4655771739781 594.137858971953 2019-07-07 "Centro 4" "Betsy Sporer PhD"
"189" "Patrimoniales" 520 516 82 77 42 439 572.215453907847 517.830439237878 381 506.174606597051 179.72501241602 2019-07-08 "Centro 1" "Betsy Sporer PhD"
"190" "Fianzas" 208 586 459 235 95 215 598.06294888258 580.174347292632 560 65.8921003807336 232.83167607151 2019-07-09 "Centro 3" "Aurore Shields"
"191" "Fianzas" 494 528 289 197 264 291 474.099380616099 506.916791014373 355 82.9269502311945 245.286590326577 2019-07-10 "Centro 2" "Mell Terry-Schowalter"
"192" "Auto" 150 590 302 370 550 163 577.235445706174 590.145962219685 63 212.839076109231 486.841705162078 2019-07-11 "Centro 3" "Mell Terry-Schowalter"
"193" "Auto" 452 223 474 455 238 260 531.205632817 477.847777912393 53 72.5028889719397 101.066264184192 2019-07-12 "Centro 1" "Mrs. Sheri Rippin PhD"
"194" "Salud" 295 62 86 398 402 505 152.986031211913 442.113341577351 254 170.06626194343 209.745589597151 2019-07-13 "Centro 4" "Aurore Shields"
"195" "Personas" 391 518 156 296 80 531 386.417704867199 542.537966463715 366 444.169747503474 271.550186304376 2019-07-14 "Centro 2" "Aurore Shields"
"196" "Auto" 246 252 239 375 595 410 469.322258513421 557.206817390397 128 159.339764993638 571.471601631492 2019-07-15 "Centro 5" "Mell Terry-Schowalter"
"197" "Personas" 564 405 532 110 298 481 509.286399325356 341.225968580693 390 526.693454571068 245.357711054385 2019-07-16 "Centro 5" "Betsy Sporer PhD"
"198" "Salud" 265 568 282 82 130 467 169.061773829162 45.2486274763942 17 368.306535528973 467.40470607765 2019-07-17 "Centro 3" "Betsy Sporer PhD"
"199" "Salud" 394 164 576 470 124 252 95.1640654820949 586.775332828984 61 425.067707011476 75.8525257464498 2019-07-18 "Centro 1" "Lovie Kertzmann"
"200" "Patrimoniales" 123 313 577 216 333 157 543.154074903578 489.672430464998 54 340.090535860509 421.009627310559 2019-07-19 "Centro 4" "Betsy Sporer PhD"
"201" "Salud" 36 580 219 64 11 214 262.4158074148 130.481549771503 13 478.680544160306 267.478485452011 2019-07-20 "Centro 5" "Mrs. Sheri Rippin PhD"
"202" "Personas" 36 294 230 528 309 497 136.876683309674 296.934685762972 35 362.678436934948 196.485048159957 2019-07-21 "Centro 1" "Aurore Shields"
"203" "Fianzas" 577 104 537 222 188 29 41.3327360060066 174.111442035064 449 96.9470665790141 512.054254347458 2019-07-22 "Centro 3" "Mrs. Domenica Kuphal"
"204" "Personas" 577 171 526 236 576 463 463.564131176099 563.971618423238 509 181.932259351015 331.239184224978 2019-07-23 "Centro 2" "Mell Terry-Schowalter"
"205" "Auto" 234 258 248 547 599 45 354.297650931403 157.26490044035 347 189.380064792931 363.6116319336 2019-07-24 "Centro 1" "Helena Wiegand"
"206" "Auto" 472 478 465 48 16 428 61.2576213665307 491.678822692484 427 284.918379737064 452.942777238786 2019-07-25 "Centro 4" "Mell Terry-Schowalter"
"207" "Patrimoniales" 565 46 396 204 568 194 243.930690502748 309.072714764625 302 109.401062875986 576.947401184589 2019-07-26 "Centro 2" "Mrs. Domenica Kuphal"
"208" "Auto" 155 422 265 109 543 23 34.124147426337 369.922057259828 160 262.104449886829 225.74079525657 2019-07-27 "Centro 2" "Luana Tillman"
"209" "Auto" 331 263 384 5 134 336 150.872232438996 35.1331053301692 532 149.81177165173 413.082397403196 2019-07-28 "Centro 4" "Betsy Sporer PhD"
"210" "Fianzas" 227 308 165 153 4 398 473.773213103414 374.819945544004 93 422.878513578326 457.311773439869 2019-07-29 "Centro 3" "Luana Tillman"
"211" "Personas" 217 553 427 153 223 176 493.861854029819 309.800127753988 441 353.713141707703 267.048864858225 2019-07-30 "Centro 3" "Helena Wiegand"
"212" "Fianzas" 358 573 389 132 29 111 596.8768063467 387.944489484653 215 208.054945059121 547.931889211759 2019-07-31 "Centro 1" "Miss Annis Ferry MD"
"213" "Personas" 533 9 403 504 536 543 130.277171032503 169.471892528236 33 259.142583003268 237.107542483136 2019-08-01 "Centro 5" "Luana Tillman"
"214" "Auto" 58 315 252 78 593 200 272.38700017333 515.77422064729 503 573.065724642947 488.479558937252 2019-08-02 "Centro 2" "Luana Tillman"
"215" "Personas" 146 140 286 305 211 180 307.768892263994 506.764094391838 252 237.912900745869 351.107523031533 2019-08-03 "Centro 5" "Miss Annis Ferry MD"
"216" "Fianzas" 566 65 528 272 261 100 509.059060877189 12.2153860051185 468 88.3665503002703 208.466233173385 2019-08-04 "Centro 4" "Lovie Kertzmann"
"217" "Personas" 11 155 350 232 67 325 254.50255991891 175.834166212007 10 478.647776506841 325.609219959006 2019-08-05 "Centro 2" "Mrs. Sheri Rippin PhD"
"218" "Auto" 234 10 30 506 291 65 136.699405778199 290.035022003576 443 211.482392018661 215.330743929371 2019-08-06 "Centro 4" "Mrs. Domenica Kuphal"
"219" "Personas" 191 410 574 419 367 339 445.164570584893 393.753858609125 333 550.942147197202 110.758437216282 2019-08-07 "Centro 3" "Mrs. Domenica Kuphal"
"220" "Fianzas" 502 241 366 306 492 438 389.015676593408 441.22511157766 425 105.50740538165 384.42605137825 2019-08-08 "Centro 2" "Mr. Garth Raynor"
"221" "Salud" 519 258 450 416 374 492 158.402355294675 415.80583686009 290 506.199247576296 389.25517606549 2019-08-09 "Centro 1" "Mell Terry-Schowalter"
"222" "Fianzas" 138 131 288 198 243 101 341.141375200823 407.392177311704 397 403.657652065158 36.1160099040717 2019-08-10 "Centro 4" "Helena Wiegand"
"223" "Fianzas" 441 257 555 143 278 176 69.3198879249394 196.324503421783 71 314.86590555869 257.477589184418 2019-08-11 "Centro 3" "Luana Tillman"
"224" "Personas" 135 165 177 324 18 365 533.987833047286 343.180631054565 147 236.529869539663 479.700527060777 2019-08-12 "Centro 3" "Mrs. Sheri Rippin PhD"
"225" "Fianzas" 460 28 24 197 322 595 74.7930501122028 253.471250832081 578 330.445269215852 471.327222604305 2019-08-13 "Centro 1" "Lovie Kertzmann"
"226" "Patrimoniales" 271 158 571 40 76 202 514.731741277501 349.650018196553 254 259.184078592807 75.2358339261264 2019-08-14 "Centro 4" "Lovie Kertzmann"
"227" "Fianzas" 78 493 503 93 584 398 140.125059150159 238.007747707888 217 59.4221049919724 174.911764450371 2019-08-15 "Centro 4" "Betsy Sporer PhD"
"228" "Salud" 99 340 163 109 262 292 176.248738076538 146.615310385823 574 480.221680551767 440.080581977963 2019-08-16 "Centro 5" "Betsy Sporer PhD"
"229" "Auto" 245 535 170 387 174 134 105.93039044179 419.535081787035 454 156.180506106466 15.3641926590353 2019-08-17 "Centro 1" "Betsy Sporer PhD"
"230" "Personas" 283 384 154 215 130 239 115.533130103722 88.7819954194129 34 331.419415259734 33.8591742329299 2019-08-18 "Centro 1" "Mell Terry-Schowalter"
"231" "Salud" 496 36 402 227 112 196 52.1863040048629 151.170830475166 279 503.216811222956 190.34183146432 2019-08-19 "Centro 2" "Mr. Garth Raynor"
"232" "Auto" 436 155 539 399 192 212 128.806805703789 139.016559300944 308 347.187345474958 500.195227051154 2019-08-20 "Centro 5" "Mr. Garth Raynor"
"233" "Auto" 397 100 25 170 417 220 70.5216687172651 126.66181717068 184 430.29938978143 81.5230261534452 2019-08-21 "Centro 2" "Aurore Shields"
"234" "Salud" 570 434 505 230 390 26 520.261268131435 503.75720676966 442 469.570395676419 132.555315596983 2019-08-22 "Centro 2" "Luana Tillman"
"235" "Salud" 7 180 275 344 226 218 0.994981359690428 246.649190085009 286 408.182566193864 265.685581695288 2019-08-23 "Centro 4" "Luana Tillman"
"236" "Fianzas" 535 17 381 105 157 93 291.671731928363 323.784469161183 460 219.820670876652 34.1050405986607 2019-08-24 "Centro 3" "Betsy Sporer PhD"
"237" "Patrimoniales" 542 33 44 483 299 30 317.482670070603 204.34183026664 201 131.087934784591 513.04669319652 2019-08-25 "Centro 2" "Mrs. Domenica Kuphal"
"238" "Fianzas" 116 544 40 155 381 498 248.919683787972 145.889726746827 89 239.224023465067 413.521826220676 2019-08-26 "Centro 3" "Aurore Shields"
"239" "Auto" 202 297 127 511 402 240 328.289681207389 523.149999696761 88 111.601138394326 82.8424444422126 2019-08-27 "Centro 4" "Mrs. Sheri Rippin PhD"
"240" "Patrimoniales" 430 415 273 218 119 102 75.0582098029554 176.196369342506 526 430.850233649835 277.588208438829 2019-08-28 "Centro 2" "Helena Wiegand"
"241" "Auto" 562 263 181 453 343 364 295.258020283654 177.050088532269 437 536.552221700549 399.749932112172 2019-08-29 "Centro 3" "Helena Wiegand"
"242" "Fianzas" 36 368 567 332 15 375 318.442868068814 76.7687608022243 543 505.853139515966 18.5901056975126 2019-08-30 "Centro 5" "Mrs. Sheri Rippin PhD"
"243" "Auto" 225 160 209 185 78 283 83.6328425444663 341.256680712104 116 174.701405083761 561.9143395219 2019-08-31 "Centro 3" "Luana Tillman"
"244" "Personas" 81 145 213 225 327 475 39.4357087556273 356.394336931407 268 299.168583098799 507.530218781903 2019-09-01 "Centro 1" "Mrs. Domenica Kuphal"
"245" "Patrimoniales" 99 560 424 573 421 61 38.1244348827749 539.832497388124 523 252.624168014154 246.609601518139 2019-09-02 "Centro 2" "Mrs. Sheri Rippin PhD"
"246" "Fianzas" 277 588 187 83 13 486 568.239346006885 599.898120341823 19 126.335431449115 317.73613197729 2019-09-03 "Centro 1" "Mrs. Domenica Kuphal"
"247" "Auto" 222 489 260 280 410 44 159.402705542743 346.443840069696 523 223.36966409348 501.161946030334 2019-09-04 "Centro 3" "Luana Tillman"
"248" "Fianzas" 5 48 266 344 281 387 273.452994273975 517.122395569459 314 115.749676711857 471.060769865289 2019-09-05 "Centro 3" "Betsy Sporer PhD"
"249" "Patrimoniales" 137 463 36 30 169 436 10.2494149468839 274.210332194343 143 44.8207758832723 371.218320960179 2019-09-06 "Centro 3" "Betsy Sporer PhD"
"250" "Patrimoniales" 221 473 227 203 491 446 398.929639812559 207.281522545964 358 138.609706610441 566.8781446293 2019-09-07 "Centro 4" "Betsy Sporer PhD"
"251" "Salud" 269 474 23 80 206 238 121.33962563239 500.604634406045 596 131.637201597914 376.15407477133 2019-09-08 "Centro 3" "Mr. Garth Raynor"
"252" "Salud" 266 109 309 39 41 312 548.095817305148 558.132395194843 464 204.201917583123 493.411366967484 2019-09-09 "Centro 3" "Mrs. Domenica Kuphal"
"253" "Personas" 405 461 420 303 496 442 365.059856884181 324.031193554401 89 501.5062071383 490.873592393473 2019-09-10 "Centro 1" "Mell Terry-Schowalter"
"254" "Auto" 238 355 545 473 423 503 63.0436304491013 597.413995955139 140 1.97207811288536 333.023330429569 2019-09-11 "Centro 3" "Mr. Garth Raynor"
"255" "Patrimoniales" 305 82 394 65 15 132 187.986061535776 573.964293859899 273 317.475524777547 88.2552303839475 2019-09-12 "Centro 5" "Miss Annis Ferry MD"
"256" "Fianzas" 379 273 184 152 308 39 317.003677273169 553.971225349233 138 498.192903539166 197.688951808959 2019-09-13 "Centro 3" "Miss Annis Ferry MD"
"257" "Salud" 456 92 157 590 491 20 154.118946846575 565.850936807692 297 230.224511073902 182.656652620062 2019-09-14 "Centro 5" "Mrs. Domenica Kuphal"
"258" "Fianzas" 362 188 141 359 122 328 510.337794246152 434.109086170793 140 169.22253202647 586.580395326018 2019-09-15 "Centro 3" "Aurore Shields"
"259" "Fianzas" 229 354 515 288 497 484 354.331355262548 341.888112947345 154 161.487784842029 94.2807581741363 2019-09-16 "Centro 2" "Mrs. Domenica Kuphal"
"260" "Patrimoniales" 257 510 197 5 402 467 360.158099373803 430.565392551944 254 242.058063391596 221.60370759666 2019-09-17 "Centro 3" "Lovie Kertzmann"
"261" "Patrimoniales" 370 2 247 49 28 534 479.190979013219 446.11871978268 280 100.60006021522 428.059394471347 2019-09-18 "Centro 2" "Lovie Kertzmann"
"262" "Patrimoniales" 237 78 322 469 327 338 273.215628834441 348.144549876451 202 264.169246517122 71.4954296126962 2019-09-19 "Centro 1" "Luana Tillman"
"263" "Fianzas" 392 327 124 500 81 276 155.174933653325 88.2340948563069 350 292.510561924428 526.285776123405 2019-09-20 "Centro 4" "Aurore Shields"
"264" "Auto" 212 429 418 471 459 251 372.572584915906 450.412911130115 42 526.67246600613 86.3100577611476 2019-09-21 "Centro 5" "Mell Terry-Schowalter"
"265" "Patrimoniales" 227 319 316 11 266 194 30.2085628733039 404.471257003024 489 522.065565129742 324.853236274794 2019-09-22 "Centro 3" "Mr. Garth Raynor"
"266" "Fianzas" 68 446 386 376 400 538 281.019941624254 475.271284673363 29 203.024022560567 559.624298801646 2019-09-23 "Centro 5" "Mrs. Domenica Kuphal"
"267" "Personas" 203 50 90 242 6 13 275.328988814726 106.563486764207 220 224.738395214081 514.330058125779 2019-09-24 "Centro 2" "Betsy Sporer PhD"
"268" "Auto" 489 34 199 423 190 521 194.169988716021 505.26170055382 472 233.75336593017 202.661932026967 2019-09-25 "Centro 3" "Mrs. Domenica Kuphal"
"269" "Patrimoniales" 419 241 290 87 383 580 526.061828993261 222.534022293985 228 555.437618913129 267.681521270424 2019-09-26 "Centro 3" "Aurore Shields"
"270" "Salud" 373 134 102 286 323 148 322.27275702171 484.967948310077 130 212.627898389474 380.269129341468 2019-09-27 "Centro 1" "Helena Wiegand"
"271" "Salud" 148 472 94 426 146 313 557.249785680324 310.359553573653 527 590.017968602479 238.459451962262 2019-09-28 "Centro 3" "Mrs. Sheri Rippin PhD"
"272" "Auto" 4 460 4 10 366 420 534.534045355394 262.730062985793 1 147.337767574936 66.5927953552455 2019-09-29 "Centro 1" "Miss Annis Ferry MD"
"273" "Salud" 461 495 34 506 254 296 349.411573028192 504.348220909014 355 261.831216746941 585.707404324785 2019-09-30 "Centro 5" "Mell Terry-Schowalter"
"274" "Fianzas" 61 593 320 100 505 582 246.416359115392 267.260310938582 585 584.935910766944 65.7320005819201 2019-10-01 "Centro 3" "Mrs. Sheri Rippin PhD"
"275" "Patrimoniales" 125 88 68 538 432 426 47.931673983112 315.995805105194 536 419.558873260394 314.732729550451 2019-10-02 "Centro 5" "Miss Annis Ferry MD"
"276" "Auto" 222 145 229 473 216 338 140.158431697637 395.43573721312 352 232.243481883779 328.508530044928 2019-10-03 "Centro 2" "Betsy Sporer PhD"
"277" "Salud" 503 169 523 259 249 372 106.15550656803 329.708005534485 405 320.902378438041 258.12086421065 2019-10-04 "Centro 5" "Mell Terry-Schowalter"
"278" "Fianzas" 540 408 333 190 368 268 438.005288271233 384.366529947147 469 475.437115738168 452.808766392991 2019-10-05 "Centro 1" "Luana Tillman"
"279" "Salud" 33 296 474 318 379 555 326.295267697424 177.637196844444 5 533.772347588092 129.623707802966 2019-10-06 "Centro 1" "Luana Tillman"
"280" "Personas" 309 233 534 421 120 331 565.05797454156 478.392205294222 417 150.813307939097 139.747889572755 2019-10-07 "Centro 4" "Lovie Kertzmann"
"281" "Fianzas" 414 257 239 226 468 341 217.027486581355 300.905134482309 229 200.250722235069 201.817091647536 2019-10-08 "Centro 3" "Lovie Kertzmann"
"282" "Patrimoniales" 342 164 159 1 510 459 517.987344972789 493.43550237827 425 59.1609916649759 478.356330888346 2019-10-09 "Centro 4" "Lovie Kertzmann"
"283" "Patrimoniales" 240 192 286 110 571 83 211.786989402026 69.0296353306621 261 326.976671302691 451.739918533713 2019-10-10 "Centro 4" "Mell Terry-Schowalter"
"284" "Auto" 449 515 102 400 327 435 74.4300445541739 161.292043095455 263 188.646117690951 112.655611429363 2019-10-11 "Centro 1" "Luana Tillman"
"285" "Salud" 118 368 479 145 247 529 165.542660141364 358.257718104869 61 171.893510688096 183.119437471032 2019-10-12 "Centro 1" "Lovie Kertzmann"
"286" "Fianzas" 124 318 288 299 83 299 176.463725790381 499.471555883065 350 229.945281241089 111.656771460548 2019-10-13 "Centro 3" "Lovie Kertzmann"
"287" "Auto" 66 427 437 277 189 94 39.8558450862765 268.441425031051 368 331.286716042086 13.9505405444652 2019-10-14 "Centro 1" "Lovie Kertzmann"
"288" "Fianzas" 43 79 241 315 136 490 563.381442055106 195.391884818673 82 348.222647421062 307.905643014237 2019-10-15 "Centro 1" "Miss Annis Ferry MD"
"289" "Salud" 95 219 365 146 131 208 580.112511338666 384.537299210206 427 110.233680624515 168.015704071149 2019-10-16 "Centro 2" "Aurore Shields"
"290" "Auto" 588 589 345 402 92 573 26.8784975633025 567.001544544473 42 250.937471631914 68.1036870460957 2019-10-17 "Centro 2" "Mr. Garth Raynor"
"291" "Auto" 9 260 307 164 42 269 106.27538273111 132.451604632661 172 36.7012185975909 401.55585296452 2019-10-18 "Centro 3" "Lovie Kertzmann"
"292" "Personas" 205 416 537 260 83 0 588.76540325582 427.810201188549 569 244.697110075504 216.606274014339 2019-10-19 "Centro 3" "Luana Tillman"
"293" "Fianzas" 478 410 471 317 59 313 448.775555938482 78.0755078885704 196 578.77690885216 553.5318876151 2019-10-20 "Centro 5" "Luana Tillman"
"294" "Salud" 336 73 218 294 439 163 287.501456961036 563.645753776655 119 480.186080513522 172.56379458122 2019-10-21 "Centro 2" "Aurore Shields"
"295" "Salud" 586 165 482 297 247 82 109.864149196073 62.4765455257148 343 74.3764832150191 123.189697321504 2019-10-22 "Centro 5" "Mrs. Sheri Rippin PhD"
"296" "Salud" 143 14 561 6 268 281 522.621452249587 141.353083401918 192 27.0266113802791 153.691626805812 2019-10-23 "Centro 4" "Helena Wiegand"
"297" "Personas" 100 413 247 287 334 50 19.1973177250475 433.820889797062 438 590.654612146318 23.2135690748692 2019-10-24 "Centro 5" "Mr. Garth Raynor"
"298" "Auto" 359 268 80 191 116 79 207.153633702546 530.990853114054 533 114.657825557515 219.771146960557 2019-10-25 "Centro 2" "Aurore Shields"
"299" "Auto" 370 458 29 139 483 527 510.18969733268 467.791531607509 26 473.833191208541 115.55542666465 2019-10-26 "Centro 4" "Mell Terry-Schowalter"
"300" "Patrimoniales" 76 599 456 260 535 277 136.756261903793 65.9043344669044 184 242.531719151884 106.902004452422 2019-10-27 "Centro 4" "Mr. Garth Raynor"
"301" "Personas" 402 477 57 368 435 175 296.389520075172 367.12136878632 263 488.712301058695 510.320794349536 2019-10-28 "Centro 4" "Lovie Kertzmann"
"302" "Fianzas" 195 133 525 88 336 207 561.606694338843 376.659790892154 235 240.793154435232 389.523207675666 2019-10-29 "Centro 5" "Mrs. Domenica Kuphal"
"303" "Personas" 248 594 39 462 137 279 533.46661683172 320.294427406043 510 560.521455807611 21.7680018860847 2019-10-30 "Centro 3" "Luana Tillman"
"304" "Fianzas" 293 516 271 112 263 216 465.972376009449 62.8902826923877 276 454.073775373399 534.414228703827 2019-10-31 "Centro 4" "Miss Annis Ferry MD"
"305" "Salud" 553 504 523 542 252 176 285.720429522917 56.9550449028611 117 278.394829574972 361.5522720851 2019-11-01 "Centro 3" "Luana Tillman"
"306" "Fianzas" 75 368 440 64 113 256 180.069634923711 551.673499541357 523 300.903453491628 198.359060240909 2019-11-02 "Centro 3" "Helena Wiegand"
"307" "Patrimoniales" 152 518 474 322 438 290 101.697118626907 409.968293365091 128 576.414500875399 360.639160126448 2019-11-03 "Centro 2" "Mrs. Domenica Kuphal"
"308" "Salud" 1 132 338 425 101 305 366.509391227737 63.3813996333629 310 203.394306544214 150.646799756214 2019-11-04 "Centro 2" "Mr. Garth Raynor"
"309" "Auto" 122 441 595 22 112 342 95.2365329023451 569.793577585369 506 110.793753806502 317.414138512686 2019-11-05 "Centro 3" "Mr. Garth Raynor"
"310" "Patrimoniales" 67 586 561 226 600 215 20.7719540689141 505.767285218462 262 337.523527303711 468.036494124681 2019-11-06 "Centro 1" "Lovie Kertzmann"
"311" "Personas" 310 395 413 262 531 407 543.446148466319 8.3407727535814 343 427.376684546471 244.152283435687 2019-11-07 "Centro 3" "Mell Terry-Schowalter"
"312" "Fianzas" 509 285 105 15 124 526 39.5384014584124 203.412573924288 387 376.952269440517 190.496992086992 2019-11-08 "Centro 5" "Mrs. Sheri Rippin PhD"
"313" "Personas" 155 221 123 104 124 296 361.521317018196 415.132487565279 269 146.271449374035 129.350015334785 2019-11-09 "Centro 5" "Mell Terry-Schowalter"
"314" "Salud" 446 244 493 503 154 303 359.701882023364 338.578863814473 598 483.083068951964 195.194350741804 2019-11-10 "Centro 4" "Luana Tillman"
"315" "Salud" 233 406 440 32 121 522 346.23539862223 284.525217628106 320 199.432153534144 287.788743060082 2019-11-11 "Centro 5" "Betsy Sporer PhD"
"316" "Personas" 456 539 543 355 430 356 420.690602296963 63.6729275342077 170 328.255868889391 564.443174516782 2019-11-12 "Centro 4" "Helena Wiegand"
"317" "Auto" 271 583 431 500 252 227 237.216250738129 314.468794176355 285 298.602393921465 163.829625863582 2019-11-13 "Centro 3" "Mrs. Sheri Rippin PhD"
"318" "Patrimoniales" 557 550 295 90 211 501 140.276485634968 409.829058917239 240 284.340336592868 408.56519700028 2019-11-14 "Centro 3" "Miss Annis Ferry MD"
"319" "Auto" 193 558 573 214 89 80 380.622188653797 461.978982109576 477 375.688802450895 160.246650595218 2019-11-15 "Centro 2" "Aurore Shields"
"320" "Personas" 329 503 300 578 553 557 593.650628020987 462.721528345719 580 448.519919626415 184.40848714672 2019-11-16 "Centro 4" "Mrs. Sheri Rippin PhD"
"321" "Fianzas" 135 74 29 296 222 513 387.19868240878 65.0413405615836 211 147.636273130774 454.71361563541 2019-11-17 "Centro 4" "Mrs. Sheri Rippin PhD"
"322" "Personas" 126 101 374 514 161 587 305.935102142394 501.287426473573 134 170.625860150903 240.681275725365 2019-11-18 "Centro 5" "Lovie Kertzmann"
"323" "Salud" 111 71 287 83 134 32 449.560829484835 307.620657607913 260 536.245873197913 22.0157097559422 2019-11-19 "Centro 3" "Helena Wiegand"
"324" "Auto" 190 404 484 132 126 66 125.062724947929 185.48392066732 138 356.195074087009 296.461977995932 2019-11-20 "Centro 5" "Mell Terry-Schowalter"
"325" "Auto" 209 151 380 176 217 214 522.622350929305 96.9909282401204 210 579.488788498566 66.2540267687291 2019-11-21 "Centro 1" "Mr. Garth Raynor"
"326" "Salud" 140 191 174 439 218 177 48.5072406940162 167.437789868563 507 92.7079925313592 439.54857182689 2019-11-22 "Centro 3" "Mrs. Sheri Rippin PhD"
"327" "Fianzas" 374 215 523 204 320 564 348.774396674708 418.504743883386 246 561.558118555695 292.46547203511 2019-11-23 "Centro 2" "Mrs. Sheri Rippin PhD"
"328" "Auto" 541 538 523 209 69 542 262.137581733987 584.295983193442 449 553.669099789113 506.976693402976 2019-11-24 "Centro 3" "Luana Tillman"
"329" "Salud" 206 318 306 87 306 93 226.855581393465 424.681105138734 411 517.183323763311 438.960483390838 2019-11-25 "Centro 2" "Miss Annis Ferry MD"
"330" "Fianzas" 233 479 396 99 82 597 9.34902420267463 356.550349295139 333 566.488650999963 463.843971770257 2019-11-26 "Centro 2" "Miss Annis Ferry MD"
"331" "Fianzas" 335 432 305 176 497 83 15.966952778399 353.657496348023 402 378.693966474384 501.485239947215 2019-11-27 "Centro 4" "Mr. Garth Raynor"
"332" "Salud" 284 488 91 299 297 269 210.292413085699 129.657532414421 8 588.521261606365 178.33014568314 2019-11-28 "Centro 5" "Betsy Sporer PhD"
"333" "Patrimoniales" 476 2 217 104 570 216 95.9062272682786 491.233449010178 98 219.036288186908 436.728365113959 2019-11-29 "Centro 5" "Mr. Garth Raynor"
"334" "Auto" 482 373 331 451 188 163 370.932226488367 143.143287627026 109 284.249122347683 555.42648662813 2019-11-30 "Centro 1" "Betsy Sporer PhD"
"335" "Salud" 261 503 208 476 265 357 423.178939148784 253.675813833252 3 143.27427749522 237.847728095949 2019-12-01 "Centro 4" "Miss Annis Ferry MD"
"336" "Auto" 350 106 153 593 466 130 572.288615070283 145.818157168105 482 63.6698735877872 207.339501427487 2019-12-02 "Centro 5" "Mrs. Domenica Kuphal"
"337" "Patrimoniales" 315 533 150 283 405 393 432.331370422617 403.69372414425 586 493.788169277832 219.483801769093 2019-12-03 "Centro 3" "Betsy Sporer PhD"
"338" "Auto" 570 198 98 197 350 12 248.21940427646 167.243804130703 584 229.751486890018 98.2189985923469 2019-12-04 "Centro 4" "Luana Tillman"
"339" "Auto" 247 147 225 176 208 103 96.0621729958802 530.311475554481 176 505.111432727426 393.756506871432 2019-12-05 "Centro 1" "Helena Wiegand"
"340" "Salud" 121 76 451 315 31 380 93.4784957673401 443.999369256198 379 425.765229435638 307.767008710653 2019-12-06 "Centro 3" "Helena Wiegand"
"341" "Personas" 363 109 265 364 138 294 210.430579539388 146.329814381897 457 456.64951116778 161.406825995073 2019-12-07 "Centro 4" "Mrs. Sheri Rippin PhD"
"342" "Auto" 430 548 406 237 434 451 410.424631694332 401.571902772412 415 248.577176453546 405.804428318515 2019-12-08 "Centro 2" "Mr. Garth Raynor"
