"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "cuentas_esp" "productores" "centro_atencion"
"118" 240 "Colette Kemmer" 424 556 66 68 121.035507787019 35 65 61.1989032942802 16 69 5.65748086664826 98 79 29.2973887873814 25 90 14.9092514999211 48 2019-04-28 "Cuenta 2" "Productor 3" "Centro 2"
"119" 302 "Mr. Prince Medhurst" 333 125 209 142 188.408374087885 39 3 62.128806905821 17 60 35.5413097655401 53 98 24.9736716737971 23 76 7.35644961241633 69 2019-04-29 "Cuenta 1" "Productor 4" "Centro 2"
"120" 300 "Dr. Abel Gottlieb II" 3 237 39 139 143.263905216008 17 68 58.1682070856914 57 9 96.3523455429822 32 11 31.2817184487358 87 11 31.5951588796452 95 2019-04-30 "Cuenta 5" "Productor 2" "Centro 4"
"121" 258 "Juluis Weissnat" 214 86 261 55 26.7015686258674 77 97 35.8415070921183 45 67 51.6996808815747 51 0 82.7276036841795 50 18 32.4180226540193 75 2019-05-01 "Cuenta 1" "Productor 5" "Centro 1"
"122" 45 "Olar Paucek-Koelpin" 346 273 265 116 45.4481338616461 27 1 65.0308965938166 46 71 15.5789548764005 11 87 93.262053723447 55 9 31.9417504826561 53 2019-05-02 "Cuenta 2" "Productor 1" "Centro 2"
"123" 564 "Delpha Kuphal" 581 196 233 97 152.121868636459 50 37 34.5009906915948 69 79 5.53406879771501 23 57 94.263631850481 15 57 77.9946378665045 51 2019-05-03 "Cuenta 2" "Productor 4" "Centro 3"
"124" 90 "Ms. Argie Howe" 416 383 194 187 1.69694703072309 77 25 96.3401291985065 46 3 74.5950877899304 95 78 53.8085900479928 13 51 28.2254939666018 16 2019-05-04 "Cuenta 2" "Productor 2" "Centro 5"
"125" 30 "Wylie Nolan-Towne" 107 533 41 137 16.7253138963133 10 76 51.9796210341156 60 48 92.1070393640548 20 42 41.2601288640872 27 48 56.5416487632319 79 2019-05-05 "Cuenta 3" "Productor 2" "Centro 3"
"126" 348 "Nils Tillman III" 19 474 8 200 153.536826558411 79 86 6.5643300767988 64 59 58.4172187838703 78 69 61.3030065316707 94 22 50.4723444813862 90 2019-05-06 "Cuenta 3" "Productor 4" "Centro 2"
"127" 210 "Denzil Shields-Will" 237 410 12 107 104.063901212066 72 69 35.724193463102 65 19 76.5298398211598 74 6 30.621263384819 98 36 14.9351258762181 13 2019-05-07 "Cuenta 2" "Productor 4" "Centro 2"
"128" 297 "Landyn Glover" 402 519 154 31 12.9294386133552 4 74 99.2467776872218 18 36 24.0828762529418 80 33 98.3732461696491 23 50 94.882647623308 15 2019-05-08 "Cuenta 5" "Productor 5" "Centro 1"
"129" 359 "Tricia Bogan PhD" 137 431 183 47 170.057016657665 20 48 9.70691493712366 2 76 36.4193869289011 80 48 20.2687950106338 56 38 34.573807939887 87 2019-05-09 "Cuenta 4" "Productor 2" "Centro 1"
"130" 577 "Jep Kertzmann PhD" 135 198 68 165 40.3958406299353 72 93 74.4033496128395 9 96 88.5317813372239 1 86 92.0375423971564 61 6 30.6940303882584 87 2019-05-10 "Cuenta 5" "Productor 5" "Centro 1"
"131" 550 "Konnor Shields II" 595 75 132 47 111.849916959181 30 70 91.0691998200491 5 20 34.3079047976062 68 99 58.5063399281353 43 18 49.0878756158054 52 2019-05-11 "Cuenta 4" "Productor 4" "Centro 2"
"132" 143 "Odell Ledner" 245 214 255 32 127.076422609389 27 81 38.8735210290179 66 50 82.5261915568262 91 49 53.5793109098449 53 21 31.7415072349831 84 2019-05-12 "Cuenta 5" "Productor 1" "Centro 1"
"133" 470 "Maximillian Bogan" 135 572 216 116 6.49303966201842 81 53 55.455713137053 1 88 35.416836803779 59 7 98.0778136756271 80 32 88.64973008167 42 2019-05-13 "Cuenta 5" "Productor 3" "Centro 2"
"134" 161 "Luc Hansen" 240 189 251 179 158.382080635056 9 84 77.0106985932216 6 42 72.3128091078252 56 21 52.0575954811648 39 73 90.3588102664798 66 2019-05-14 "Cuenta 4" "Productor 3" "Centro 4"
"135" 566 "Dr. Velma Batz" 109 275 12 40 129.882139340043 39 58 23.5077125951648 73 16 79.3894830858335 96 100 25.4587341565639 63 65 91.0783656872809 47 2019-05-15 "Cuenta 3" "Productor 1" "Centro 4"
"136" 237 "Roswell Jones" 420 144 285 138 139.122167835012 92 57 37.0914198458195 88 19 45.1890250202268 78 65 67.2952035209164 39 7 64.9364203913137 88 2019-05-16 "Cuenta 1" "Productor 5" "Centro 5"
"137" 324 "Kelcie Jast-Larkin" 323 127 172 132 65.8674203325063 25 81 12.0394997298717 95 95 37.6486577093601 84 100 54.4129375368357 40 99 76.9888374023139 44 2019-05-17 "Cuenta 1" "Productor 5" "Centro 4"
"138" 585 "Rylee Fahey" 13 430 216 173 64.4922005012631 34 88 83.5558756720275 60 7 91.5354441385716 1 76 14.5602781325579 8 82 89.2317206831649 25 2019-05-18 "Cuenta 3" "Productor 2" "Centro 4"
"139" 58 "Kathleen Kshlerin DVM" 403 12 91 90 50.4145526327193 86 27 3.95304921548814 25 27 0.931025505997241 16 6 37.774777947925 92 42 21.5576775372028 58 2019-05-19 "Cuenta 1" "Productor 4" "Centro 2"
"140" 69 "Enos Lehner" 431 359 299 154 106.154796062037 26 23 36.5042641991749 48 71 81.1855010921136 25 69 34.5250725978985 96 96 16.1899706814438 22 2019-05-20 "Cuenta 1" "Productor 2" "Centro 4"
"141" 34 "Claudette Dicki DDS" 573 558 180 77 11.7069476284087 94 0 99.5344085851684 64 66 10.9583646757528 88 54 34.6029298380017 70 36 5.45770071912557 66 2019-05-21 "Cuenta 3" "Productor 4" "Centro 4"
"142" 90 "Dr. Job Conroy I" 209 35 8 86 109.940474480391 50 79 21.4843567227945 100 30 91.6547585278749 56 52 12.0171554619446 84 3 50.6204787874594 37 2019-05-22 "Cuenta 2" "Productor 2" "Centro 2"
"143" 379 "Dr. Garner Hyatt IV" 456 67 190 97 154.737367527559 56 58 95.1736806193367 32 89 90.2575185289606 64 23 77.4685120908543 10 57 86.5520611405373 99 2019-05-23 "Cuenta 3" "Productor 1" "Centro 1"
"144" 399 "Mr. Oda Luettgen" 520 122 142 102 65.5669432133436 76 24 4.54961508512497 90 46 54.7877692151815 19 15 89.2924676882103 19 88 61.7126808967441 60 2019-05-24 "Cuenta 1" "Productor 4" "Centro 4"
"145" 351 "Mr. Sylvan Reichel" 278 300 296 80 108.666981523857 43 24 7.00542493723333 41 75 92.1766908839345 56 67 27.0641257753596 93 25 37.6207486726344 21 2019-05-25 "Cuenta 1" "Productor 1" "Centro 3"
"146" 482 "Bruno Fisher" 46 450 236 23 102.0634225104 9 73 51.6681817593053 70 13 20.8045547828078 21 33 24.0031947614625 86 99 94.9086670065299 74 2019-05-26 "Cuenta 5" "Productor 2" "Centro 1"
"147" 580 "Billie Auer" 212 161 253 1 167.380353203043 62 35 79.6735512558371 31 85 97.3807888571173 58 84 34.3917957507074 3 69 46.8841067748144 78 2019-05-27 "Cuenta 2" "Productor 3" "Centro 2"
"148" 504 "Della Medhurst" 228 472 184 118 81.9430882576853 8 47 42.7089715376496 87 53 20.5615124898031 85 99 7.72026830818504 75 77 65.734256291762 37 2019-05-28 "Cuenta 1" "Productor 1" "Centro 5"
"149" 567 "Gideon VonRueden" 0 421 125 49 29.0568900294602 64 27 50.6447091465816 66 72 28.746733115986 85 65 20.4096587607637 62 94 93.7100027222186 100 2019-05-29 "Cuenta 2" "Productor 5" "Centro 1"
"150" 585 "Dr. Waymon Zboncak III" 106 578 113 190 173.163382103667 49 24 85.6378363911062 65 42 90.3449828736484 1 70 77.3376818979159 14 38 47.228110791184 70 2019-05-30 "Cuenta 3" "Productor 5" "Centro 3"
"151" 314 "Kristian Stokes" 291 214 17 146 193.509400356561 10 57 11.0619785729796 82 98 31.4687162172049 30 53 65.7441971823573 22 10 74.0626851096749 80 2019-05-31 "Cuenta 3" "Productor 4" "Centro 3"
"152" 548 "Mr. Gaylen Cormier MD" 342 261 275 179 43.2513023260981 49 65 80.0473602488637 8 99 78.3126590307802 99 92 95.3103263862431 6 20 58.4781999932602 18 2019-06-01 "Cuenta 2" "Productor 2" "Centro 2"
"153" 496 "Thornton Hodkiewicz" 105 542 224 87 93.8649157062173 44 92 6.15441743284464 84 46 98.0580465868115 45 22 77.6516192825511 35 24 92.7287502912804 5 2019-06-02 "Cuenta 2" "Productor 3" "Centro 1"
"154" 266 "Winifred Hahn" 429 55 69 51 176.23128532432 14 100 23.0072316480801 75 68 94.8745464906096 44 17 7.51325101591647 47 43 35.2320716250688 98 2019-06-03 "Cuenta 2" "Productor 2" "Centro 1"
"155" 171 "Harl Durgan" 591 323 25 41 141.137773543596 57 80 5.03169463481754 84 99 23.771084821783 72 35 87.3213393846527 63 80 68.0086499080062 82 2019-06-04 "Cuenta 1" "Productor 5" "Centro 3"
"156" 322 "Nicklaus Kuhic-Kovacek" 492 404 141 19 14.0559105668217 48 21 18.3010633103549 58 89 17.2678875736892 37 79 29.0885439375415 28 3 25.6944820517674 29 2019-06-05 "Cuenta 1" "Productor 2" "Centro 5"
"157" 191 "Mr. Tristen Strosin" 344 490 269 76 165.921128215268 39 36 69.9373323936015 58 6 94.3946992512792 92 30 53.7468921625987 90 9 84.5554589061067 24 2019-06-06 "Cuenta 2" "Productor 2" "Centro 4"
"158" 451 "Leonardo Bergstrom" 198 496 194 79 112.764349440113 87 82 94.2373132100329 30 76 94.8731052456424 71 56 79.4636972947046 96 15 26.9079236313701 93 2019-06-07 "Cuenta 1" "Productor 5" "Centro 2"
"159" 417 "Jerel Turcotte Jr." 204 562 68 109 185.858037369326 1 50 43.2077593170106 26 56 38.8149872189388 39 69 60.7780893566087 79 94 87.5369204441085 93 2019-06-08 "Cuenta 3" "Productor 1" "Centro 5"
"160" 464 "Dr. Ruffin O'Connell" 495 582 44 64 124.359389441088 17 71 99.2439932888374 42 63 87.8225489286706 83 77 0.877693691290915 42 78 83.2721604267135 38 2019-06-09 "Cuenta 2" "Productor 4" "Centro 5"
"161" 132 "Martina Conn" 210 63 37 49 126.563154999167 59 13 17.6319192862138 13 92 66.012654802762 72 12 87.3716065194458 97 55 36.5723244147375 21 2019-06-10 "Cuenta 2" "Productor 2" "Centro 3"
"162" 41 "Aida Krajcik" 80 359 161 115 70.152445929125 51 22 74.0563424769789 35 56 7.66130031552166 98 60 8.82905283942819 65 92 51.8503052415326 6 2019-06-11 "Cuenta 5" "Productor 3" "Centro 5"
"163" 226 "Brielle Kemmer" 297 505 187 148 6.87835374847054 66 71 54.6114692697302 86 5 29.5983914518729 49 32 30.3065998479724 79 17 32.1499389363453 86 2019-06-12 "Cuenta 5" "Productor 2" "Centro 2"
"164" 321 "Bonita Pfeffer" 260 137 22 158 102.621441753581 58 19 30.1180717535317 40 75 41.4894094225019 61 44 91.6373877320439 54 12 69.2237267969176 48 2019-06-13 "Cuenta 5" "Productor 4" "Centro 3"
"165" 216 "Ms. Alleen Schaefer" 554 323 43 11 172.042103018612 37 55 19.5133889559656 18 80 59.512963751331 93 33 9.2184788081795 88 77 26.4846753561869 31 2019-06-14 "Cuenta 1" "Productor 3" "Centro 3"
"166" 128 "Darian Franecki" 132 307 29 113 100.064195226878 58 62 82.0475436048582 12 7 9.70364324748516 16 52 68.6166855506599 91 58 31.813308945857 95 2019-06-15 "Cuenta 3" "Productor 1" "Centro 3"
"167" 545 "Dr. Todd Berge MD" 21 107 288 86 81.7902934271842 46 62 78.6173426313326 19 68 67.1136133838445 36 71 13.4341979864985 16 75 82.3464608984068 59 2019-06-16 "Cuenta 2" "Productor 1" "Centro 4"
"168" 481 "Kenny Treutel Sr." 528 507 255 79 94.6524018421769 47 50 83.5852484218776 75 39 94.3251648917794 78 87 52.9001649934798 83 7 15.1642063399777 62 2019-06-17 "Cuenta 1" "Productor 5" "Centro 2"
"169" 337 "Chante Bradtke" 552 9 142 72 152.800084697083 31 65 70.7713729934767 2 76 67.4320498248562 60 40 88.4811133146286 44 48 6.85908391606063 92 2019-06-18 "Cuenta 4" "Productor 5" "Centro 2"
"170" 141 "Dorine Ryan" 516 344 154 196 74.2008622735739 30 78 55.8527178596705 28 24 32.2516216663644 5 28 61.781009985134 40 57 30.3368638968095 24 2019-06-19 "Cuenta 4" "Productor 3" "Centro 2"
"171" 1 "Marcell Kerluke-Bogan" 148 287 212 3 10.4290713556111 93 49 66.3687783293426 88 45 92.0567288994789 68 97 47.5482093635947 53 22 45.8765872986987 31 2019-06-20 "Cuenta 4" "Productor 4" "Centro 1"
"172" 400 "Malvina Crist" 481 282 154 46 28.8421060424298 18 98 64.3175715114921 31 58 73.092660936527 52 55 99.9477978562936 22 57 16.9958481099457 37 2019-06-21 "Cuenta 2" "Productor 5" "Centro 3"
"173" 181 "Presley Schamberger" 60 394 5 36 196.497076749802 52 81 81.4508848357946 84 65 2.50627659261227 68 69 86.5581833291799 36 40 27.0446034846827 13 2019-06-22 "Cuenta 3" "Productor 2" "Centro 2"
"174" 122 "Marco Leannon" 454 3 235 17 85.0485519040376 76 3 55.4763688473031 56 22 98.7926290370524 13 32 89.3572443630546 53 56 88.6993800057098 97 2019-06-23 "Cuenta 5" "Productor 5" "Centro 5"
"175" 255 "Auther Upton-Altenwerth" 324 522 254 136 88.2488276809454 25 94 52.09177932702 97 48 39.0920386184007 74 43 39.7996368585154 25 45 91.5091711562127 49 2019-06-24 "Cuenta 3" "Productor 3" "Centro 2"
"176" 330 "Dr. Nick Kling Jr." 509 527 109 198 25.9221562184393 82 17 15.1927917962894 30 93 38.4037466254085 100 64 55.6182609405369 72 64 69.757928699255 62 2019-06-25 "Cuenta 5" "Productor 2" "Centro 5"
"177" 58 "Ervin Walter MD" 70 106 39 191 37.8297478891909 81 62 84.0091626159847 76 32 27.2537021897733 35 7 19.118386390619 9 1 81.7714217118919 16 2019-06-26 "Cuenta 5" "Productor 2" "Centro 4"
"178" 548 "Camryn Nolan DVM" 551 463 49 154 45.8225881215185 27 67 39.6476516500115 45 27 13.3907859912142 54 34 39.6148189902306 21 45 24.1400401806459 66 2019-06-27 "Cuenta 4" "Productor 4" "Centro 5"
"179" 466 "Orelia Zieme" 188 185 167 52 84.7424492239952 67 21 69.9039993109182 1 70 29.5781269436702 69 16 27.5688496185467 85 22 85.2497176965699 56 2019-06-28 "Cuenta 3" "Productor 4" "Centro 4"
"180" 365 "Amari Howe" 289 110 182 175 107.459065318108 65 100 14.6654357435182 68 93 72.3601241363212 74 18 98.1819206383079 96 84 18.5052857035771 29 2019-06-29 "Cuenta 3" "Productor 2" "Centro 4"
"181" 572 "Ms. Orene Sanford DVM" 34 214 198 66 67.757459776476 49 29 14.5457672420889 10 7 1.9228941295296 37 68 43.4343427885324 0 75 47.139279381372 43 2019-06-30 "Cuenta 1" "Productor 3" "Centro 1"
"182" 475 "Tonya Kuphal" 206 8 296 127 103.992086974904 68 53 54.1601917240769 19 15 1.88822317868471 25 94 6.13291664049029 1 4 18.0070506408811 52 2019-07-01 "Cuenta 2" "Productor 2" "Centro 3"
"183" 331 "Dorothy Lubowitz" 363 254 289 69 34.398204786703 58 87 39.1447166912258 1 52 49.8470377409831 80 72 18.7105600023642 61 12 91.8205490801483 58 2019-07-02 "Cuenta 4" "Productor 3" "Centro 4"
"184" 179 "Santos Ebert" 452 455 228 34 22.5423442665488 79 53 90.0780885014683 14 30 37.6464446308091 53 74 0.470146420411766 59 51 14.7538399556652 11 2019-07-03 "Cuenta 4" "Productor 3" "Centro 4"
"185" 351 "Kenny Gleichner I" 196 472 57 125 170.43985798955 32 56 61.5772479912266 33 50 93.377884849906 34 73 20.2920878306031 80 15 16.3766166195273 69 2019-07-04 "Cuenta 1" "Productor 2" "Centro 2"
"186" 75 "Emma Gleason" 539 309 252 23 39.8690517991781 21 14 71.500548440963 99 66 10.2253053570166 42 0 86.6697057150304 49 99 49.2049599299207 10 2019-07-05 "Cuenta 5" "Productor 1" "Centro 5"
"187" 420 "Dr. Derl Grimes" 184 212 267 8 50.9482508525252 83 8 48.2702780282125 42 61 11.8349728640169 49 32 59.9387772381306 15 88 11.1620059469715 86 2019-07-06 "Cuenta 2" "Productor 2" "Centro 4"
"188" 596 "Kathey Jacobs" 335 455 155 67 21.0109250620008 27 79 90.7899365527555 60 66 55.8829599060118 0 73 54.7606353182346 29 1 99.2420783732086 8 2019-07-07 "Cuenta 1" "Productor 1" "Centro 5"
"189" 597 "Luka Barton PhD" 171 384 15 59 89.3367724493146 22 86 82.1721527725458 16 44 92.1931449323893 77 68 5.04276216961443 93 3 49.5465477230027 73 2019-07-08 "Cuenta 3" "Productor 2" "Centro 3"
"190" 408 "Aiden Farrell" 136 56 261 101 112.288484489545 56 100 99.4249393930659 1 21 58.5652373963967 57 39 74.4772041216493 63 29 27.2181074833497 58 2019-07-09 "Cuenta 1" "Productor 3" "Centro 4"
"191" 508 "Miss Velma Erdman DVM" 122 55 164 199 41.480765491724 96 43 37.8140424145386 19 61 83.0395394237712 10 29 58.3386936690658 42 71 46.7036628630012 97 2019-07-10 "Cuenta 3" "Productor 4" "Centro 1"
"192" 80 "Reed Johns" 295 120 206 103 127.039073593915 60 86 47.3718036198989 42 18 74.7331068152562 52 2 64.4616701640189 90 14 24.2917145835236 92 2019-07-11 "Cuenta 2" "Productor 5" "Centro 1"
"193" 551 "Dr. Lawerence Weimann IV" 216 229 126 3 131.518724747002 100 43 83.2503998186439 49 83 30.5362493498251 16 11 58.0730472458526 0 60 78.4028774593025 90 2019-07-12 "Cuenta 4" "Productor 1" "Centro 1"
"194" 527 "Mercer Conroy" 223 582 87 81 12.0987622998655 75 11 35.7420362299308 94 20 23.5439534531906 45 13 6.28209384158254 98 84 40.3636526316404 17 2019-07-13 "Cuenta 3" "Productor 3" "Centro 2"
"195" 328 "Eusebio Konopelski" 338 472 58 150 11.6189781110734 21 62 73.7709263106808 48 27 27.6834783144295 23 43 28.4498150227591 35 85 31.8898633122444 89 2019-07-14 "Cuenta 3" "Productor 2" "Centro 3"
"196" 342 "Ovila Tromp" 258 514 203 185 131.395676685497 63 50 10.583165474236 61 18 70.7486948929727 21 35 79.1353986598551 16 12 89.2709819599986 12 2019-07-15 "Cuenta 1" "Productor 1" "Centro 2"
"197" 242 "Lafayette Murphy" 382 50 212 149 107.124385656789 17 61 40.1657734531909 34 81 65.3879218967631 94 90 47.4626782583073 1 6 43.9929076936096 26 2019-07-16 "Cuenta 3" "Productor 3" "Centro 2"
"198" 487 "Mrs. Elba Mosciski" 514 233 57 186 40.9784462768584 87 92 41.5557792410254 17 57 87.0517325121909 4 50 20.3259349102154 91 35 23.2415551086888 25 2019-07-17 "Cuenta 1" "Productor 2" "Centro 3"
"199" 432 "Page Jacobson" 519 210 271 132 97.4856037180871 7 65 89.452764368616 92 93 75.6859243614599 75 50 6.97175324894488 10 75 92.7989355986938 63 2019-07-18 "Cuenta 5" "Productor 5" "Centro 1"
"200" 137 "Mayra Breitenberg" 55 135 200 111 102.879419084638 57 43 40.2793723391369 60 100 92.185400868766 50 96 81.6839317791164 61 24 81.4789045136422 3 2019-07-19 "Cuenta 4" "Productor 2" "Centro 4"
"201" 140 "Mr. Elwin Howe" 211 308 177 200 181.102814199403 11 45 58.7246706709266 16 15 10.7436610152945 23 14 45.0995635706931 37 38 19.6113788289949 12 2019-07-20 "Cuenta 2" "Productor 4" "Centro 4"
"202" 559 "Budd Senger" 416 176 130 30 187.505558738485 74 44 23.4986804192886 27 91 41.9132311129943 17 16 32.9802437452599 49 10 29.4540630653501 56 2019-07-21 "Cuenta 1" "Productor 3" "Centro 5"
"203" 422 "Matias Dach" 334 123 274 12 140.605408977717 58 9 48.8357021706179 29 26 76.5112436376512 81 78 20.7845186814666 71 76 29.2036998318508 20 2019-07-22 "Cuenta 3" "Productor 3" "Centro 1"
"204" 98 "Kieran Willms III" 370 287 135 185 108.544802153483 0 14 66.8931828578934 83 10 58.7448763428256 44 69 62.4563662102446 35 10 51.0925544891506 92 2019-07-23 "Cuenta 4" "Productor 5" "Centro 5"
"205" 15 "Elenora McCullough" 252 560 294 48 12.533548893407 91 24 22.0326927257702 26 51 63.1874302634969 33 4 81.5768433501944 50 8 69.9194127460942 93 2019-07-24 "Cuenta 5" "Productor 3" "Centro 5"
"206" 95 "Dalia Kuvalis MD" 484 411 192 99 78.298033028841 90 42 66.8908324325457 67 93 79.0359415812418 42 98 28.1368038384244 2 22 3.64890473429114 6 2019-07-25 "Cuenta 1" "Productor 4" "Centro 1"
"207" 410 "Mrs. Kailey Klocko" 597 245 20 60 137.561078136787 59 16 25.9945269208401 87 83 43.1956588989124 100 70 48.1630875961855 6 98 56.401317124255 93 2019-07-26 "Cuenta 3" "Productor 3" "Centro 5"
"208" 507 "Ova Rogahn" 126 445 121 115 180.870562791824 0 77 8.89908692333847 98 43 87.9386496962979 25 86 91.6051012231037 82 75 73.2862804550678 18 2019-07-27 "Cuenta 5" "Productor 5" "Centro 2"
"209" 302 "Mr. Jethro Harvey" 352 487 17 162 136.153435334563 5 63 29.8771362984553 6 90 51.8873549764976 1 60 57.5175523990765 73 38 59.2700087698177 90 2019-07-28 "Cuenta 1" "Productor 5" "Centro 3"
"210" 103 "Miss Karli Frami PhD" 422 145 227 24 91.0618968773633 72 51 26.1276061180979 70 26 88.8970779953524 31 42 59.4617734663188 99 33 20.7395767327398 29 2019-07-29 "Cuenta 5" "Productor 2" "Centro 4"
"211" 475 "Seward Haley" 466 7 5 135 30.3860355634242 33 73 0.411613611504436 73 36 39.7192565491423 46 6 52.5558335706592 97 58 41.9179036282003 36 2019-07-30 "Cuenta 5" "Productor 5" "Centro 3"
"212" 70 "Joellen Ondricka" 359 412 272 173 132.888441439718 92 95 22.5839388789609 99 84 78.1597498804331 47 88 74.0819283295423 22 30 37.7357023069635 10 2019-07-31 "Cuenta 1" "Productor 4" "Centro 2"
"213" 143 "Andreas Koepp-Yundt" 150 502 138 181 154.022202501073 18 76 99.6655850904062 9 85 90.4277949826792 1 66 65.997726819478 68 85 30.3629550850019 19 2019-08-01 "Cuenta 3" "Productor 2" "Centro 3"
"214" 269 "Nereida Barton" 2 234 82 95 186.547251325101 75 69 60.2763509145007 55 99 21.7560429126024 82 76 17.4764329334721 44 48 47.6546905003488 60 2019-08-02 "Cuenta 1" "Productor 1" "Centro 3"
"215" 564 "Mayme Blanda" 208 17 137 185 54.5516651123762 4 37 31.6072625340894 18 14 97.7814843645319 11 65 46.6094361618161 32 35 55.9498910559341 0 2019-08-03 "Cuenta 4" "Productor 5" "Centro 3"
"216" 531 "Sannie Rau" 598 478 131 34 129.258864745498 73 90 17.173311393708 46 39 62.9939491627738 66 14 14.5092132035643 95 77 22.0512621104717 71 2019-08-04 "Cuenta 5" "Productor 5" "Centro 2"
"217" 451 "Clemmie Herzog" 251 542 288 133 73.472303757444 64 98 95.9680415689945 37 30 24.1218703333288 4 40 64.1937292180955 27 75 60.1832226617262 39 2019-08-05 "Cuenta 4" "Productor 5" "Centro 1"
"218" 580 "Robbin Roob" 131 134 162 100 159.125141473487 82 26 57.221192936413 78 13 48.4788953559473 23 42 66.6148191550747 61 71 3.37984522338957 58 2019-08-06 "Cuenta 1" "Productor 4" "Centro 3"
"219" 473 "Erik Willms" 518 315 104 50 24.667872255668 42 37 26.8103369511664 44 10 19.6439292980358 55 76 34.6958472160622 16 33 13.9660149114206 47 2019-08-07 "Cuenta 2" "Productor 3" "Centro 1"
"220" 487 "Chadwick Wuckert" 572 420 280 112 53.4888511523604 82 69 3.45927814487368 0 19 90.8456018194556 97 77 43.0988205596805 95 64 21.6056547127664 98 2019-08-08 "Cuenta 2" "Productor 1" "Centro 4"
"221" 452 "Roger Waelchi I" 328 492 13 49 29.7592293471098 71 30 37.0658793719485 91 26 2.15454495046288 14 57 85.6740483781323 42 8 41.3813242455944 53 2019-08-09 "Cuenta 5" "Productor 2" "Centro 2"
"222" 184 "Miss Elenor Sporer DDS" 518 162 26 126 99.7553911060095 83 46 8.18432758096606 12 29 30.6289977859706 68 57 18.0414354428649 56 65 70.2788298949599 24 2019-08-10 "Cuenta 2" "Productor 2" "Centro 5"
"223" 512 "Derrick Tromp" 144 168 86 41 31.1981439124793 19 51 99.3464475963265 81 83 87.5390703091398 30 1 77.7579745743424 38 52 37.1737568872049 75 2019-08-11 "Cuenta 1" "Productor 3" "Centro 1"
"224" 438 "Schley Stoltenberg" 18 528 173 200 169.274254469201 90 6 78.9878262905404 7 47 56.847799802199 84 12 11.3071235595271 53 85 81.6478661028668 83 2019-08-12 "Cuenta 2" "Productor 4" "Centro 4"
"225" 247 "Idamae Schuppe MD" 84 305 253 90 132.566521782428 91 58 7.47873682994395 70 79 43.6754959169775 61 11 79.1201769607142 52 7 79.0825597010553 5 2019-08-13 "Cuenta 2" "Productor 3" "Centro 4"
"226" 414 "Eliot Kunde" 263 442 81 10 168.85959035717 7 99 62.9927065223455 8 27 63.8837637845427 92 59 8.28549407888204 71 97 57.812121976167 47 2019-08-14 "Cuenta 5" "Productor 3" "Centro 2"
"227" 511 "Elinore Leffler" 167 366 174 96 32.7057436108589 40 35 13.2276717340574 69 57 85.5562874116004 24 10 66.2990933516994 43 77 47.6374982623383 41 2019-08-15 "Cuenta 5" "Productor 2" "Centro 3"
"228" 374 "Conner Hermiston" 190 451 141 32 194.087435444817 51 55 27.8431495651603 74 74 47.7491798345 54 76 8.93398632761091 99 72 75.9274918818846 61 2019-08-16 "Cuenta 2" "Productor 5" "Centro 5"
"229" 585 "Amit Goodwin" 122 429 18 70 144.693349627778 44 94 80.3642653860152 41 8 65.4443102190271 62 6 6.55631963163614 49 35 37.7059690654278 99 2019-08-17 "Cuenta 3" "Productor 3" "Centro 4"
"230" 303 "Esley Haley-Oberbrunner" 369 496 176 147 196.494998270646 65 88 70.2500146348029 90 20 72.6260687923059 82 47 0.666007329709828 5 30 9.28011767100543 27 2019-08-18 "Cuenta 1" "Productor 5" "Centro 3"
"231" 143 "Miss Elena Bernhard MD" 137 530 121 136 34.0364172589034 69 93 45.6635227659717 33 88 44.4130030926317 46 69 39.2980784876272 66 69 4.55689537338912 58 2019-08-19 "Cuenta 5" "Productor 4" "Centro 3"
"232" 469 "Jackie Bartoletti" 100 197 158 183 36.2367316614836 62 96 67.1546074561775 21 57 82.991341734305 71 53 31.8257383303717 31 69 58.1328094704077 48 2019-08-20 "Cuenta 5" "Productor 4" "Centro 1"
"233" 517 "Ellsworth Renner" 416 135 288 31 0.388258276507258 20 98 4.03914810158312 81 50 22.5423207506537 80 45 11.970216059126 98 54 19.0843041520566 95 2019-08-21 "Cuenta 5" "Productor 3" "Centro 4"
"234" 492 "Suzanne Smith" 284 69 272 78 144.263661885634 61 11 64.6280008601025 75 52 13.4720007190481 88 49 12.1995359892026 39 81 1.27750772517174 98 2019-08-22 "Cuenta 4" "Productor 3" "Centro 4"
"235" 183 "Paige Hoeger" 598 459 182 141 194.489844003692 94 8 2.88236907217652 35 53 83.2208038540557 3 45 23.5854779137298 77 79 51.7394250258803 21 2019-08-23 "Cuenta 1" "Productor 4" "Centro 3"
"236" 294 "Rory Hessel" 423 445 108 108 82.9463690053672 98 89 44.7873731609434 23 11 26.972367381677 4 8 30.8784848777577 29 46 27.8072642162442 22 2019-08-24 "Cuenta 1" "Productor 4" "Centro 5"
