"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "centro_atencion" "cuentas_esp"
"121" 409 "Frazier Goldner III" 216 344.643865339458 123 148 45.6028440967202 97 91 132.761398237199 7 310 94.9531246442348 68 113 43.4546235017478 11 194 65.054946905002 140 2019-05-01 "Centro 3" "Cuenta 3"
"122" 444 "Carlyle Koepp-Gusikowski" 383 242.661520047113 83 21 50.5915250629187 5 68 109.79739758186 0 185 112.893938506022 33 43 131.385675957426 7 113 56.715548876673 150 2019-05-02 "Centro 3" "Cuenta 1"
"123" 340 "Dr. Linden Mayert III" 273 449.060811661184 207 29 61.575884744525 47 99 94.2195657175034 276 13 139.044016832486 14 119 31.2834355980158 107 74 86.842388426885 93 2019-05-03 "Centro 3" "Cuenta 3"
"124" 257 "Elyse Dare MD" 212 337.257219711319 110 111 0.841896235942841 41 25 151.423536101356 162 208 29.1490691713989 38 75 134.772649267688 158 147 162.924727704376 115 2019-05-04 "Centro 2" "Cuenta 3"
"125" 213 "Dema Connelly" 234 322.078955965117 84 135 51.8504961859435 87 62 28.2457491848618 44 246 2.62075974605978 124 107 66.1271561868489 2 89 150.612960290164 147 2019-05-05 "Centro 3" "Cuenta 4"
"126" 446 "Farris Littel" 588 396.673711622134 215 152 32.9419144894928 67 39 89.2642506398261 126 363 151.623166305944 183 106 45.8107969257981 116 170 58.5661715362221 63 2019-05-06 "Centro 2" "Cuenta 1"
"127" 251 "Franz Cormier" 250 233.958574337885 211 105 170.85834867321 75 52 19.7081735823303 196 302 71.3637039996684 139 162 72.0764365512878 2 22 133.167711924762 118 2019-05-07 "Centro 2" "Cuenta 3"
"128" 167 "Ozie Parisian" 113 29.2958097998053 142 87 53.8664458785206 79 40 30.2922445349395 71 77 169.372059823945 160 40 173.789084004238 45 13 185.699610970914 21 2019-05-08 "Centro 3" "Cuenta 4"
"129" 9 "Ms. Octavie Wuckert" 470 290.381718613207 166 104 14.7625602781773 21 65 178.007613681257 190 182 70.5514013301581 17 40 92.6697244402021 14 125 57.7055708039552 149 2019-05-09 "Centro 3" "Cuenta 5"
"130" 107 "Evert Hirthe" 22 110.862179892138 161 69 67.3703760374337 48 78 157.526087015867 167 344 181.961486814544 23 54 87.7901803236455 6 32 23.1223921757191 126 2019-05-10 "Centro 3" "Cuenta 3"
"131" 268 "Damari Bayer" 450 490.74907056056 135 56 152.079621748999 13 98 46.9817719887942 291 349 31.0368848033249 193 19 132.228367216885 57 37 180.732504837215 183 2019-05-11 "Centro 5" "Cuenta 1"
"132" 391 "Ms. Georgiana Little PhD" 350 54.8754276707768 46 39 111.183914123103 80 52 63.7292631901801 34 204 155.731380544603 38 100 29.1142244357616 87 182 118.210035236552 185 2019-05-12 "Centro 2" "Cuenta 3"
"133" 410 "Gregory Macejkovic" 589 578.778339223936 10 180 148.200329067186 54 93 145.81935685128 248 123 15.1117905974388 131 89 39.3341535702348 57 94 54.5937434304506 75 2019-05-13 "Centro 5" "Cuenta 4"
"134" 31 "Ms. Nicole Mayert" 177 510.587479267269 33 139 55.3854214493185 88 46 35.8648891095072 216 164 198.81663126871 135 118 143.389211548492 46 184 26.6319212503731 144 2019-05-14 "Centro 4" "Cuenta 3"
"135" 406 "Marlana Beatty" 487 287.829819554463 116 77 104.33455305174 69 20 101.759836403653 287 167 53.8481449242681 66 147 20.5856250599027 15 86 134.747234126553 4 2019-05-15 "Centro 4" "Cuenta 2"
"136" 421 "Seaborn Quitzon" 125 547.353347763419 40 75 81.1886545270681 90 85 22.4402083083987 90 31 170.778519660234 1 44 199.477545032278 10 164 185.169746540487 49 2019-05-16 "Centro 2" "Cuenta 5"
"137" 10 "Etter Emmerich" 247 182.714942330495 198 104 37.247442221269 42 1 177.934821881354 72 149 11.8224819656461 23 60 75.6423213053495 163 134 31.1150655616075 35 2019-05-17 "Centro 2" "Cuenta 2"
"138" 266 "Miss Tanisha Hackett DDS" 414 79.9729100894183 222 47 132.051921542734 94 56 192.295569041744 55 48 70.4187858384103 167 106 83.421379327774 108 180 171.09463759698 146 2019-05-18 "Centro 2" "Cuenta 5"
"139" 3 "Hansel Considine" 191 212.176528992131 63 150 10.8821572735906 96 77 58.0228073522449 87 152 65.8984943758696 187 49 189.473062427714 152 19 113.014648016542 97 2019-05-19 "Centro 1" "Cuenta 3"
"140" 225 "Jeanette Volkman" 592 574.877429706976 292 93 0.218080868944526 51 69 92.4943016842008 133 349 24.5458343531936 56 155 137.349890079349 197 126 192.353765573353 123 2019-05-20 "Centro 5" "Cuenta 2"
"141" 85 "Robbie Block" 552 560.532145248726 57 160 83.991323877126 43 40 100.514430599287 113 349 15.1840989012271 176 191 37.9496591165662 12 26 195.582814142108 110 2019-05-21 "Centro 2" "Cuenta 2"
"142" 52 "Kinsey Reichert DDS" 376 486.583809088916 118 60 186.295397114009 13 93 145.137432171032 254 143 120.813907356933 195 155 84.1282978188246 105 157 1.82784399949014 34 2019-05-22 "Centro 4" "Cuenta 5"
"143" 60 "Neha Kulas-Crist" 344 544.149548001587 266 109 139.532751357183 42 1 124.444652535021 127 43 116.794458497316 126 170 28.3607913181186 135 167 102.70444075577 5 2019-05-23 "Centro 2" "Cuenta 2"
"144" 349 "Makala Wuckert" 194 318.40800200589 30 4 52.9282551724464 62 30 52.014626050368 190 160 189.610621007159 183 134 167.945027165115 93 170 31.5484662074596 60 2019-05-24 "Centro 5" "Cuenta 1"
"145" 353 "Arden Wiza" 202 11.3631309941411 283 75 16.1211965139955 61 46 10.1898680441082 190 258 81.8864854983985 124 41 77.9904139228165 79 108 191.19631499052 37 2019-05-25 "Centro 3" "Cuenta 3"
"146" 138 "Alia Hand PhD" 340 384.006109647453 132 189 165.145346522331 88 2 183.96304929629 256 363 174.64997312054 64 46 48.6386280506849 115 95 131.686935201287 36 2019-05-26 "Centro 5" "Cuenta 1"
"147" 449 "Dr. Dangelo Beahan Sr." 337 102.748163463548 168 65 112.86240061745 61 7 149.297771276906 167 324 154.177261609584 17 75 170.637274067849 102 156 3.20449299179018 10 2019-05-27 "Centro 5" "Cuenta 3"
"148" 465 "Arvel Daugherty" 199 306.487098662183 229 94 195.95165043138 60 68 83.1375499721617 145 293 176.834022440016 66 13 158.505908865482 5 60 104.888600157574 150 2019-05-28 "Centro 2" "Cuenta 5"
"149" 332 "Britton Ritchie" 516 140.793336275965 168 154 89.2808434553444 11 67 25.1595131587237 93 140 33.8722517248243 19 14 134.221036313102 42 108 180.961041059345 119 2019-05-29 "Centro 2" "Cuenta 2"
"150" 387 "Ms. Shirlee Wiegand MD" 13 268.046546028927 183 93 7.29752648621798 51 57 140.239364560694 57 6 23.5389038454741 153 45 15.4804687015712 48 109 71.0722855292261 45 2019-05-30 "Centro 3" "Cuenta 2"
"151" 85 "Esker Mueller DVM" 524 133.500310359523 212 171 130.593964084983 26 46 40.2824763208628 143 17 97.9851875919849 76 86 169.954190216959 90 77 164.084670040756 104 2019-05-31 "Centro 1" "Cuenta 3"
"152" 477 "Leonidas Hyatt" 559 383.352474868298 26 106 135.668596066535 81 9 196.480195503682 0 170 133.173044864088 19 57 52.5602902285755 181 187 38.0175400525331 112 2019-06-01 "Centro 3" "Cuenta 3"
"153" 467 "Augustus Baumbach" 268 598.142647230998 191 155 87.6177545171231 9 6 116.721523087472 60 89 129.267043014988 137 50 42.8176787681878 100 30 24.285662965849 46 2019-06-02 "Centro 5" "Cuenta 1"
"154" 323 "Mr. Lenon Casper IV" 27 599.860946740955 170 191 167.998913861811 71 41 11.3261221442372 134 238 24.07599510625 35 176 100.777780311182 8 72 22.3055178765208 69 2019-06-03 "Centro 1" "Cuenta 5"
"155" 495 "Amiyah Tillman" 93 153.520597703755 253 69 47.8676897473633 0 28 169.671732746065 298 203 121.970242355019 120 70 66.4929235819727 30 145 140.406713495031 36 2019-06-04 "Centro 3" "Cuenta 2"
"156" 485 "Maybell Hahn" 195 25.1622616779059 151 106 16.1316159646958 82 41 128.304257243872 245 221 81.2989333178848 4 184 26.4848925638944 76 181 113.272237265483 22 2019-06-05 "Centro 2" "Cuenta 3"
"157" 291 "Garey Weimann" 432 347.884358279407 80 56 40.1241718791425 54 80 7.95397735200822 64 41 94.719891436398 13 63 86.865424644202 32 79 4.17129714041948 67 2019-06-06 "Centro 5" "Cuenta 4"
"158" 471 "Berneice Jacobs" 286 380.836284952238 10 14 10.7724194880575 61 76 146.327692177147 99 128 145.626459596679 113 195 71.6596334706992 116 27 3.11729446984828 51 2019-06-07 "Centro 4" "Cuenta 2"
"159" 24 "Delle Lehner-Ebert" 320 532.264465419576 258 149 79.7084270045161 79 34 42.7591140381992 150 286 86.2318194005638 179 80 158.85654753074 131 79 198.626513499767 159 2019-06-08 "Centro 5" "Cuenta 3"
"160" 138 "Vernie Roob" 87 421.702971914783 24 144 58.7643858976662 24 39 187.527238810435 287 208 11.8049138691276 182 139 174.826592160389 178 186 94.2658956628293 162 2019-06-09 "Centro 5" "Cuenta 1"
"161" 152 "Andrea Kutch-Schultz" 514 241.492803348228 83 0 57.9864013008773 2 80 183.865570044145 143 396 151.248258864507 117 56 66.7254561092705 137 156 8.92241345718503 160 2019-06-10 "Centro 2" "Cuenta 4"
"162" 180 "Kenyon Roob" 141 298.346887528896 67 179 30.3426461294293 33 55 167.877325089648 180 93 26.8264725804329 134 82 117.716672178358 41 48 36.4621080923826 37 2019-06-11 "Centro 3" "Cuenta 2"
"163" 209 "Taurus Rippin" 487 26.2634583748877 161 64 58.9019519276917 83 49 120.65317183733 105 3 121.975765889511 81 147 169.043630128726 14 110 170.862235268578 195 2019-06-12 "Centro 2" "Cuenta 2"
"164" 449 "Emily McLaughlin-Kassulke" 138 518.737178854644 170 134 148.049734905362 56 63 0.44213542714715 236 80 135.6905661989 175 84 184.223403735086 166 144 50.8551015518606 90 2019-06-13 "Centro 5" "Cuenta 1"
"165" 483 "Leontine O'Reilly-Bogisich" 52 403.482569754124 133 46 112.867448898032 58 37 188.172821141779 92 289 59.6029651351273 137 144 42.8952344227582 186 92 184.89604908973 139 2019-06-14 "Centro 4" "Cuenta 3"
"166" 103 "Jacqueline Padberg" 548 21.7971565201879 190 70 26.5467434655875 90 92 96.8094191048294 9 299 144.231789978221 5 83 87.531854538247 140 57 107.237854180858 28 2019-06-15 "Centro 3" "Cuenta 1"
"167" 113 "Joshua Koepp" 497 113.65123456344 283 182 124.906403571367 12 62 109.152240306139 126 16 104.518053727224 25 141 12.0408437214792 130 155 95.6098723690957 23 2019-06-16 "Centro 1" "Cuenta 3"
"168" 149 "Shaunna Koch" 33 502.140402747318 164 57 46.6031818185002 85 79 98.1345115695149 188 265 107.561271591112 122 91 44.7106389794499 117 124 149.813553644344 82 2019-06-17 "Centro 4" "Cuenta 2"
"169" 159 "Heather Gusikowski" 472 51.5319182071835 212 0 121.256484137848 27 53 187.258780607954 170 4 49.4792351033539 156 178 7.04031530767679 147 100 29.3655290268362 113 2019-06-18 "Centro 1" "Cuenta 3"
"170" 173 "Lazaro Boyle" 231 314.159172261134 7 20 60.3611109312624 66 91 164.730627043173 152 270 27.8277152683586 131 61 137.092132400721 1 136 51.4906270429492 88 2019-06-19 "Centro 4" "Cuenta 5"
"171" 302 "Ogden Rodriguez" 569 72.2701426595449 76 32 199.566424638033 83 37 8.76815030351281 57 217 194.249337073416 155 153 123.758270964026 195 9 83.6539921350777 58 2019-06-20 "Centro 1" "Cuenta 1"
"172" 399 "Ms. Suzy Boyer" 185 475.742343859747 136 30 136.079435702413 56 89 11.2242131028324 229 140 89.3373987171799 62 91 54.2772672139108 199 94 66.5408135857433 16 2019-06-21 "Centro 5" "Cuenta 2"
"173" 477 "Dr. Clearence Kirlin Jr." 337 576.06174540706 167 50 13.7624085880816 82 19 150.378595246002 268 385 41.0769239533693 171 101 142.148170806468 62 22 197.337581170723 28 2019-06-22 "Centro 4" "Cuenta 3"
"174" 483 "Ms. Maia Mohr" 278 277.492298930883 287 15 109.228014014661 72 91 36.566619342193 210 8 193.254174059257 40 24 96.1521098390222 137 6 77.2013268899173 82 2019-06-23 "Centro 2" "Cuenta 1"
"175" 85 "Dr. Jenni Bogisich" 206 276.900842506438 45 164 149.738050531596 36 87 25.7970709819347 110 150 155.829743715003 41 65 17.3268483951688 87 19 26.1470658238977 136 2019-06-24 "Centro 2" "Cuenta 3"
"176" 130 "Kylene Baumbach" 218 333.688962645829 27 37 22.3586260806769 72 94 119.127893587574 1 292 1.69314332306385 32 8 27.2141610272229 19 120 153.572710882872 9 2019-06-25 "Centro 3" "Cuenta 2"
"177" 304 "Manley Hills" 422 51.0287751909345 206 65 70.0234274379909 5 17 42.6641516853124 55 154 188.764437288046 70 50 191.081100469455 27 105 67.9239755030721 111 2019-06-26 "Centro 3" "Cuenta 5"
"178" 75 "Presley Glover" 313 282.877484662458 225 40 105.943823140115 59 56 149.934276659042 64 177 43.7734881881624 159 96 22.2354190424085 6 98 82.2623601648957 148 2019-06-27 "Centro 1" "Cuenta 2"
"179" 325 "Mae Wiegand" 326 153.646365087479 255 166 31.2053187284619 20 80 178.517564339563 13 341 153.906066343188 132 152 195.864785881713 106 179 76.1017712298781 137 2019-06-28 "Centro 2" "Cuenta 1"
"180" 184 "Manuela Wisozk-Kozey" 597 19.886288093403 126 138 98.2564748264849 50 20 127.792778704315 182 92 155.447747092694 171 97 31.6802794579417 175 59 66.0267512779683 187 2019-06-29 "Centro 1" "Cuenta 2"
"181" 7 "Aaron Frami" 22 593.200100166723 232 70 124.715570360422 90 38 196.09237452969 180 122 73.7174621317536 167 200 74.1837200243026 109 199 118.612050823867 154 2019-06-30 "Centro 3" "Cuenta 5"
"182" 24 "Freddie Powlowski-Mohr" 480 404.897977877408 286 120 177.994889440015 5 86 21.8156546819955 12 378 162.610979750752 3 91 18.3753626421094 34 76 140.024982998148 55 2019-07-01 "Centro 1" "Cuenta 3"
"183" 23 "Ms. Kaelynn Emmerich MD" 234 260.096257086843 76 1 195.474208006635 44 2 94.1192283760756 219 32 131.501874187961 98 32 133.007783954963 144 28 114.972280245274 12 2019-07-02 "Centro 2" "Cuenta 4"
"184" 331 "Mattie Walker" 194 173.475092696026 52 47 48.6330398824066 10 14 83.1279850564897 41 61 169.840014120564 172 196 166.073302924633 65 63 69.3158376030624 101 2019-07-03 "Centro 3" "Cuenta 5"
"185" 110 "Dr. Tisa Steuber DDS" 173 426.809628121555 250 196 104.793430725113 24 50 115.254696272314 45 390 185.82506258972 27 185 50.9274430107325 82 28 95.5160778015852 14 2019-07-04 "Centro 2" "Cuenta 1"
"186" 492 "Wardell Bergstrom" 199 8.79240198992193 172 96 0.589263625442982 85 62 55.0593158230186 198 103 38.2690819911659 117 5 13.2004034239799 199 37 77.2247008979321 115 2019-07-05 "Centro 5" "Cuenta 1"
"187" 76 "Birdie Nienow-Ernser" 382 409.155411226675 70 32 147.888227272779 7 40 86.418596142903 23 153 119.394097756594 185 43 86.1409092321992 148 75 60.825058305636 44 2019-07-06 "Centro 1" "Cuenta 5"
"188" 140 "Carter Wilkinson III" 304 417.839544732124 107 102 131.796093611047 59 17 51.248352881521 151 368 64.8860479705036 112 14 30.0930104684085 197 108 134.581129765138 190 2019-07-07 "Centro 2" "Cuenta 4"
"189" 368 "Gennaro Durgan" 59 498.499510204419 88 38 85.1579820737243 71 34 18.1098610162735 112 105 118.258042121306 65 193 49.2122099734843 168 4 192.972295312211 94 2019-07-08 "Centro 5" "Cuenta 4"
"190" 149 "Mr. Jory O'Connell MD" 305 399.631356261671 296 132 128.878268226981 91 54 138.948654383421 36 239 29.5921883545816 196 129 68.7995561398566 181 89 165.904429880902 11 2019-07-09 "Centro 4" "Cuenta 2"
"191" 153 "Grafton Kirlin" 112 469.583902414888 240 179 40.0333466473967 24 70 111.625872831792 86 143 47.9960882570595 186 119 36.7336967494339 60 191 45.2585275750607 128 2019-07-10 "Centro 3" "Cuenta 3"
"192" 137 "Shay Altenwerth DVM" 344 537.949262280017 249 38 8.2367408555001 32 20 69.3903912324458 76 392 145.831501483917 77 59 112.16261042282 98 178 137.292809458449 139 2019-07-11 "Centro 5" "Cuenta 3"
"193" 386 "Ignatz Bailey" 112 218.27130750753 147 1 107.866985816509 20 59 0.990302348509431 86 8 151.696931058541 85 112 68.0238944478333 136 94 7.636463874951 128 2019-07-12 "Centro 2" "Cuenta 1"
"194" 244 "Angelina Waelchi" 274 291.13417910412 118 125 23.553366586566 54 21 175.512890703976 289 329 34.3350331764668 32 51 149.802272859961 148 39 4.9013938754797 152 2019-07-13 "Centro 3" "Cuenta 2"
"195" 445 "Burns Schultz-O'Conner" 484 133.114098664373 269 142 78.3994623459876 92 22 176.261066645384 59 43 190.001783007756 173 43 95.6971964798868 6 55 96.3623281102628 101 2019-07-14 "Centro 1" "Cuenta 4"
"196" 96 "Mr. Ray Zulauf I" 500 262.699406174943 123 104 4.78177187032998 23 63 38.5227807797492 250 3 138.758636591956 4 142 106.516963755712 52 159 14.6481141913682 198 2019-07-15 "Centro 5" "Cuenta 3"
"197" 259 "Auther Towne" 265 216.186176938936 231 77 38.5177486110479 78 27 146.048361435533 213 396 164.941880526021 36 7 97.7517312392592 120 55 15.647097164765 177 2019-07-16 "Centro 2" "Cuenta 2"
"198" 171 "Josette Vandervort" 83 334.519336838275 248 70 34.6177008934319 13 31 92.1635402366519 205 281 171.404379792511 137 138 100.506845256314 141 76 30.0732751376927 1 2019-07-17 "Centro 5" "Cuenta 1"
"199" 196 "Dr. Noreen Romaguera PhD" 370 105.390971945599 299 198 179.381172126159 18 19 64.2083226703107 300 382 165.482146898285 199 190 188.167502405122 103 196 42.9964685346931 177 2019-07-18 "Centro 4" "Cuenta 2"
"200" 41 "Dr. Dedrick Nienow I" 170 416.839835979044 277 177 132.629308803007 94 3 145.44830978848 54 14 80.074441852048 196 29 182.388895750046 185 174 183.904233109206 98 2019-07-19 "Centro 5" "Cuenta 5"
"201" 341 "Lurana Block" 401 256.209773663431 163 7 51.9868556410074 95 87 106.398259988055 99 283 22.1562799066305 189 103 149.47220007889 168 68 82.268274622038 194 2019-07-20 "Centro 4" "Cuenta 5"
"202" 126 "Shelley Kilback" 598 396.30405488424 76 16 1.75800751894712 88 47 177.406393596902 211 90 3.55832632631063 72 88 11.6930443327874 158 46 69.3255302496254 29 2019-07-21 "Centro 1" "Cuenta 1"
"203" 39 "Ms. Lala Lebsack" 142 410.855382727459 295 80 148.565639182925 55 38 107.166703324765 28 248 97.3019181750715 71 0 120.949688041583 115 85 10.2363090962172 160 2019-07-22 "Centro 3" "Cuenta 4"
"204" 355 "Zetta Reilly" 46 383.791113551706 70 0 158.325472055003 100 65 29.6721233520657 300 342 66.0829113796353 105 93 99.8258262407035 141 43 162.425227276981 158 2019-07-23 "Centro 1" "Cuenta 5"
"205" 223 "Mrs. Jaimee Satterfield DVM" 340 393.417535163462 249 27 188.550265133381 88 76 162.28663790971 230 285 143.969842977822 141 33 145.518720289692 31 104 150.941903050989 90 2019-07-24 "Centro 2" "Cuenta 5"
"206" 286 "Harve Parker-Sanford" 533 557.956148777157 87 53 156.375467823818 74 64 136.648214515299 179 347 66.12713416107 88 132 150.596310850233 64 122 92.6757676061243 152 2019-07-25 "Centro 3" "Cuenta 2"
"207" 201 "Marcie Gulgowski-Walker" 428 249.615271110088 28 150 187.400181451812 97 66 195.95826100558 141 251 121.769432676956 73 72 94.4673809688538 26 195 89.0411862637848 183 2019-07-26 "Centro 4" "Cuenta 5"
"208" 471 "Callie Watsica" 595 411.400475772098 177 172 162.162644974887 49 49 38.0263463128358 241 250 34.4162679743022 32 96 180.474132671952 197 123 132.682101847604 80 2019-07-27 "Centro 3" "Cuenta 1"
"209" 186 "Hilario Harber" 407 389.685943163931 206 163 59.744329424575 46 96 51.442253543064 172 269 126.800193730742 76 8 30.2630152087659 49 17 149.730881582946 92 2019-07-28 "Centro 2" "Cuenta 3"
"210" 32 "Edmon Kemmer" 422 215.3785769362 184 91 121.655403682962 44 69 115.472061187029 76 232 140.710434317589 167 53 79.8832593020052 151 147 192.485212301835 116 2019-07-29 "Centro 5" "Cuenta 2"
"211" 222 "Ms. Evelena Dickinson" 144 502.710464363918 266 122 89.3589014653116 37 1 19.7694175411016 12 110 82.8151224646717 75 190 150.588965322822 124 147 112.684337981045 125 2019-07-30 "Centro 4" "Cuenta 4"
"212" 213 "Lexus Cummerata" 31 593.754293303937 10 27 115.818240121007 6 76 44.9181470554322 184 387 64.7046380210668 163 128 87.0689771603793 36 154 160.488867107779 150 2019-07-31 "Centro 3" "Cuenta 1"
"213" 131 "Mrs. Cory Fadel" 525 104.670686786994 22 1 3.92222637310624 10 38 69.6946357842535 296 150 124.242566246539 86 61 123.280919762328 184 104 76.644634315744 2 2019-08-01 "Centro 2" "Cuenta 1"
"214" 256 "Hedwig Cassin" 86 472.841616393998 11 112 59.7972689662129 80 59 139.876867411658 8 28 97.3264388274401 17 100 40.2718997560441 127 67 155.057666543871 84 2019-08-02 "Centro 2" "Cuenta 5"
"215" 473 "Christel Schneider DDS" 284 306.413223361596 266 190 115.640050452203 66 50 49.4883324950933 35 253 100.203028088436 85 97 193.585909064859 63 13 155.671112332493 28 2019-08-03 "Centro 5" "Cuenta 4"
"216" 362 "Burgess Huels" 24 562.861799960956 73 13 80.7734883856028 89 19 80.6529785506427 117 156 19.4865158759058 166 164 12.9039339255542 100 87 95.3677926212549 75 2019-08-04 "Centro 4" "Cuenta 2"
"217" 336 "Randall Franecki" 252 559.805435780436 169 21 74.8368041589856 33 98 46.3671626057476 65 137 84.7506139427423 35 140 97.8337410371751 93 195 118.038313183933 174 2019-08-05 "Centro 2" "Cuenta 4"
"218" 210 "Ms. Gwenda O'Kon PhD" 52 452.073262352496 7 161 80.7902915868908 68 39 65.1501822751015 248 51 143.655506847426 141 173 150.40267710574 95 149 6.50814101099968 61 2019-08-06 "Centro 2" "Cuenta 3"
"219" 255 "Yancy Daugherty" 517 549.580496689305 230 178 103.52543364279 55 71 4.0047409478575 23 379 153.746860707179 123 199 131.162224570289 16 19 62.5779847614467 20 2019-08-07 "Centro 1" "Cuenta 3"
"220" 189 "Sable Lakin" 115 357.271441770718 49 42 115.990199800581 44 89 182.670616125688 92 291 49.1839677561074 100 38 36.9118624832481 123 183 73.3589292038232 161 2019-08-08 "Centro 3" "Cuenta 3"
"221" 415 "Laverne Reynolds" 495 370.957312965766 216 65 124.098141910508 1 46 32.7862956095487 245 94 180.594679620117 195 176 61.9365370366722 144 193 64.0925986226648 144 2019-08-09 "Centro 5" "Cuenta 3"
"222" 45 "Lexis Beer" 357 531.645921198651 46 88 187.076386995614 92 68 82.901345519349 154 220 29.5936392154545 121 8 188.37830000557 138 101 156.584410695359 165 2019-08-10 "Centro 2" "Cuenta 5"
"223" 4 "Mr. Franklyn Christiansen" 249 58.9504297357053 118 6 91.0995583515614 23 67 10.6182914692909 122 400 170.741943456233 185 82 84.8999607842416 87 132 169.241777155548 68 2019-08-11 "Centro 4" "Cuenta 5"
"224" 335 "Vincenzo Von III" 479 255.404582899064 119 4 130.39253083989 33 51 177.109406143427 194 330 73.789944127202 166 92 19.6830644737929 20 176 118.932350538671 130 2019-08-12 "Centro 1" "Cuenta 4"
"225" 484 "Marilee Rosenbaum" 135 78.18644028157 233 83 16.3161494303495 17 0 152.679547527805 30 105 36.9470026809722 95 69 46.7447409871966 102 72 189.103776775301 148 2019-08-13 "Centro 5" "Cuenta 5"
"226" 411 "Kenton Halvorson" 550 344.015233777463 72 157 144.455879181623 22 26 58.6711043957621 199 63 142.52673657611 118 185 188.89919128269 110 143 153.482615714893 82 2019-08-14 "Centro 4" "Cuenta 4"
"227" 110 "Dillard Kunde" 395 586.155367735773 260 60 63.5367314331234 5 34 122.61581341736 98 361 171.530966972932 112 78 69.6006069425493 81 152 48.8312933593988 90 2019-08-15 "Centro 5" "Cuenta 2"
"228" 352 "Hayley Ruecker" 574 297.223129542544 161 63 25.1264977734536 69 76 166.953982738778 168 100 28.4417875111103 153 95 59.1806750744581 154 118 116.511728754267 105 2019-08-16 "Centro 2" "Cuenta 2"
"229" 107 "Mckenna Gibson" 177 63.4976777248085 193 45 120.329254399985 98 84 94.4301011972129 139 135 54.546564258635 156 71 35.117160063237 24 13 101.143405726179 63 2019-08-17 "Centro 5" "Cuenta 2"
"230" 285 "Jaslene Russel" 258 592.184265609831 125 40 47.8867879137397 47 60 22.5236617494375 166 186 83.0456444062293 24 29 73.17078653723 98 110 3.41505547985435 20 2019-08-18 "Centro 3" "Cuenta 2"
"231" 256 "Myrl Huel-Rice" 104 447.714235866442 110 105 89.7428846918046 55 9 154.227919830009 195 161 197.07856378518 153 0 193.715002108365 35 94 161.439689528197 74 2019-08-19 "Centro 1" "Cuenta 3"
"232" 390 "Braylon O'Kon" 529 181.838976452127 291 90 98.651929339394 70 90 35.0549745839089 2 288 170.977000053972 161 22 89.3481474369764 117 115 145.943729626015 184 2019-08-20 "Centro 1" "Cuenta 3"
"233" 357 "Hjalmar Altenwerth" 114 440.823890967295 159 84 116.621067607775 75 27 199.149391474202 194 337 195.32293821685 59 82 130.30241439119 155 168 126.310568442568 98 2019-08-21 "Centro 5" "Cuenta 5"
"234" 212 "Loyal Davis" 456 577.379679260775 282 194 3.1547034624964 74 68 86.0592967364937 84 44 26.4618858229369 95 145 161.57281040214 175 132 149.337632441893 53 2019-08-22 "Centro 2" "Cuenta 4"
"235" 45 "Brianda Gutkowski" 216 277.300601592287 96 76 11.08772829175 52 25 153.023621253669 103 219 34.3185961712152 80 164 179.803148517385 124 111 189.930331893265 121 2019-08-23 "Centro 2" "Cuenta 3"
"236" 175 "Mr. Mohamed Bailey III" 435 239.519892213866 190 196 175.479324394837 44 35 23.1604307424277 229 382 184.366119094193 73 40 42.2430859878659 104 110 50.4862834699452 55 2019-08-24 "Centro 2" "Cuenta 2"
"237" 9 "Draven Price" 395 444.604848325253 235 23 56.1504987068474 28 54 71.8602685723454 279 359 72.1883492078632 192 71 86.7660487536341 155 114 72.5667357444763 5 2019-08-25 "Centro 3" "Cuenta 3"
"238" 476 "Sina Murray-Larson" 43 400.469742156565 73 94 49.7443064581603 10 68 192.140136891976 55 106 126.007379312068 56 27 121.144430758432 146 63 80.6051559280604 26 2019-08-26 "Centro 5" "Cuenta 4"
"239" 451 "Rome Volkman-McCullough" 46 538.783364742994 179 111 57.7829190529883 50 5 12.0941309258342 65 63 28.2805139664561 1 113 140.368308546022 129 104 101.168546779081 154 2019-08-27 "Centro 2" "Cuenta 1"
"240" 39 "Anastasia Thompson" 141 46.4731689076871 218 183 76.0867219418287 71 49 44.8234329931438 11 102 68.1273025460541 198 57 87.1465524658561 121 108 38.2196189835668 11 2019-08-28 "Centro 3" "Cuenta 4"
"241" 495 "Iverson Fisher" 274 34.1956922784448 267 45 62.749327160418 97 49 29.4776322785765 272 347 151.642902335152 107 49 171.509669255465 175 144 178.481943299994 50 2019-08-29 "Centro 2" "Cuenta 2"
"242" 392 "Dr. Eustace Williamson" 327 565.359119977802 201 170 90.2022658847272 29 42 25.7362319156528 235 137 115.451693488285 159 196 107.053828146309 157 61 44.0089398995042 64 2019-08-30 "Centro 2" "Cuenta 4"
"243" 237 "Barry Huel" 278 323.336573503911 175 119 81.4444111660123 94 45 94.947677757591 89 86 10.6660393066704 28 105 35.7137718237936 103 16 36.4940720144659 193 2019-08-31 "Centro 3" "Cuenta 2"
