"Código Productor" "Nombre Productor" "Pólizas Auto" "% Ppto Auto" "Cartera Activa Auto" "Pólizas Fianza" "% Ppto Fianza" "Cartera Activa Fianza" "Pólizas Patrimoniales" "% Ppto Patrimoniales" "Cartera Activa Patrimoniales" "Pólizas Personas" "% Ppto Personas" "Cartera Activa Personas" "Pólizas Salud" "% Ppto Salud" "Cartera Activa Salud" "Pólizas General" "% Ppto General" "Cartera Activa General" "Fecha" "cuentas_esp" "centro_atencion"
"97" 200 "Finley Klein-Harvey" 183 431 271.675759856589 131.888750195503 6 51.8858303781599 28.9968815864995 145 229.401260241866 18.9998268149793 44 89.1210615634918 160.042365733534 131 29.8903106711805 135.291863558814 80 71.7004092410207 2019-04-07 "Cuenta 5" "Centro 3"
"98" 185 "Phyllis Cruickshank" 405 28 199.544413341209 97.7525630500168 5 71.6834597755224 21.9428766984493 27 89.3819547956809 24.610823392868 100 126.852176198736 167.740874923766 53 76.652392745018 129.981107404456 84 31.1247502919286 2019-04-08 "Cuenta 5" "Centro 5"
"99" 169 "Scarlett Hirthe" 235 333 81.2513490440324 124.865110591054 40 45.6127367215231 81.0138628119603 84 240.579219977371 91.1896217614412 23 4.01773364283144 120.67295499146 66 142.126454180107 5.51540805026889 184 22.9742277879268 2019-04-09 "Cuenta 3" "Centro 5"
"100" 81 "Dr. Lyric Russel" 117 357 287.285302486271 108.806701889262 132 55.9081238228828 82.7549679204822 164 140.060441661626 181.945702712983 86 92.0575924217701 106.857496593148 186 107.274059718475 153.031083848327 184 197.266554227099 2019-04-10 "Cuenta 1" "Centro 1"
"101" 0 "Ancel Walter-Stanton" 389 570 45.7835671724752 137.567604379728 169 22.5394330220297 49.0438973298296 148 89.1392353456467 217.955462634563 25 183.091772161424 49.5363989844918 149 55.4130566306412 126.145384227857 13 57.6180079951882 2019-04-11 "Cuenta 2" "Centro 3"
"102" 7 "Levar Schuster III" 456 87 270.202844962478 137.486746534705 43 18.3371387654915 87.6924653537571 9 102.065481757745 43.3311188593507 22 7.374686608091 10.2778752334416 117 53.9135338738561 186.485191900283 51 182.98686821945 2019-04-12 "Cuenta 3" "Centro 3"
"103" 46 "Marvin Thiel" 47 491 294.837369024754 44.6844386402518 59 87.7316355705261 66.9548002304509 11 282.932913978584 326.63834458217 139 35.9799351077527 60.8903531450778 56 176.201505493373 197.708920622244 51 180.552085814998 2019-04-13 "Cuenta 1" "Centro 4"
"104" 140 "Sumner King" 91 416 119.930385053158 39.8176374379545 43 45.819862280041 27.8051840374246 100 92.0380309224129 182.389128394425 188 27.2357427049428 169.708655774593 131 105.238434765488 37.4028765130788 79 188.748290529475 2019-04-14 "Cuenta 4" "Centro 1"
"105" 170 "Lise Murray" 432 451 70.2172477031127 193.916101194918 4 27.1802705712616 39.4139010226354 10 136.981105757877 142.702215816826 85 94.4017852656543 153.152503166348 81 142.538717482239 77.0480894949287 79 198.207926331088 2019-04-15 "Cuenta 3" "Centro 3"
"106" 117 "Durell Zulauf" 394 535 144.718933431432 122.589142154902 106 34.405136317946 75.9301423327997 40 284.069273597561 88.7330138124526 195 114.923922577873 171.202099788934 197 30.77896470204 180.228515574709 5 96.3594721630216 2019-04-16 "Cuenta 3" "Centro 1"
"107" 138 "Eris Heaney" 262 267 177.284925291315 149.00317825377 192 75.5920736351982 4.93272072635591 5 17.4355345079675 318.105330038816 191 108.66660438478 104.485879652202 151 136.96645097807 195.352689363062 162 76.3404918834567 2019-04-17 "Cuenta 5" "Centro 4"
"108" 89 "Janiya Bahringer" 16 356 233.556050341576 119.798072101548 51 77.5317399995402 51.5206484589726 79 8.40075868181884 193.777696043253 102 4.46541435085237 6.76594716496766 73 128.99949294515 180.382813885808 66 4.61643650196493 2019-04-18 "Cuenta 4" "Centro 5"
"109" 123 "Ms. Skylar Maggio" 431 262 60.9026570571586 41.0614832770079 31 14.2687298124656 73.2995043741539 172 231.693529500626 9.50245093554258 60 67.7732973359525 47.8173648938537 178 147.731116646901 78.4010016359389 46 112.1933483053 2019-04-19 "Cuenta 5" "Centro 1"
"110" 151 "Sharon Boyle" 261 171 146.886228304356 172.835536813363 83 42.2115260036662 31.5070817945525 175 183.321903110482 392.854344472289 85 182.31838340871 92.0448809396476 194 131.463814340532 160.302316071466 60 116.708703199401 2019-04-20 "Cuenta 1" "Centro 5"
"111" 119 "Nichelle Tromp" 422 97 275.321488128975 92.0259475242347 34 92.2853005584329 41.6899577714503 162 223.480020300485 156.223515514284 90 108.201042935252 150.456062750891 118 116.700871707872 1.80382034741342 171 107.446604408324 2019-04-21 "Cuenta 4" "Centro 3"
"112" 103 "Jacki Daniel DDS" 286 462 100.408599106595 56.8327241111547 112 57.5320899719372 45.8239818923175 98 207.715715817176 8.08075200766325 59 4.91977850906551 146.875901520252 154 192.400180920959 54.8365375958383 70 135.32007667236 2019-04-22 "Cuenta 2" "Centro 3"
"113" 16 "Torrance Prosacco" 325 576 239.798334427178 50.7102651521564 28 77.4722268106416 13.2062919205055 102 193.969621835276 335.498960595578 126 40.4842556919903 191.130900755525 56 56.4053930807859 133.110543852672 175 171.257397066802 2019-04-23 "Cuenta 1" "Centro 2"
"114" 84 "Everett Kessler" 404 591 127.850269479677 130.860781855881 10 62.3760791029781 55.0914039136842 157 82.9934644745663 271.964306291193 177 9.10932803526521 73.3238697052002 90 34.0241246391088 144.039841322228 59 36.5142690483481 2019-04-24 "Cuenta 1" "Centro 5"
"115" 13 "Mrs. Kristen Kuhlman MD" 444 350 115.350811765529 89.9332310538739 62 38.5013056453317 76.4700708910823 19 262.687771883793 290.836457256228 106 72.1781731117517 108.461092598736 33 111.422311328351 53.9518468081951 124 154.86469026655 2019-04-25 "Cuenta 5" "Centro 3"
"116" 56 "Darwin Ebert" 29 431 18.9891976537183 161.472141277045 169 52.1817636676133 15.4934431659058 50 292.268077447079 203.892709221691 143 137.931686732918 127.608563750982 109 124.020204599947 149.724236037582 116 86.0535275191069 2019-04-26 "Cuenta 5" "Centro 2"
"117" 119 "Dr. Russell Kerluke" 280 166 291.569212870672 120.401526149362 67 62.377904728055 13.8956128386781 61 77.9078569030389 275.300207640976 19 184.878783347085 37.2204380109906 85 198.745311191306 130.61142321676 26 56.1427471693605 2019-04-27 "Cuenta 3" "Centro 4"
"118" 50 "Mrs. Mistie Hegmann" 466 284 118.76111025922 113.049623183906 152 62.8994830651209 96.7417652485892 135 118.900453881361 393.920247908682 74 147.857170784846 41.5311299730092 181 37.7647835761309 65.1321246754378 140 173.085145838559 2019-04-28 "Cuenta 1" "Centro 3"
"119" 149 "Berneice Daugherty" 107 301 94.5382834877819 169.233280513436 71 4.62062999140471 40.255441237241 76 285.942381829955 391.338752768934 84 121.951433038339 183.666319958866 11 128.387348214164 8.4162222687155 83 162.640269473195 2019-04-29 "Cuenta 4" "Centro 5"
"120" 95 "Ray Donnelly DDS" 440 201 2.80126808211207 114.412816660479 146 79.3112471466884 25.6190255749971 101 159.803249523975 114.249149058014 51 40.2649845927954 170.675341319293 122 122.813782701269 175.304277194664 99 106.56682504341 2019-04-30 "Cuenta 5" "Centro 2"
"121" 12 "Pasquale Powlowski" 85 416 153.627344663255 62.9777565598488 195 21.5242536272854 66.1240360466763 161 253.616388654336 137.344623822719 119 75.2449175342917 179.393955087289 128 161.875106068328 2.61336625553668 107 146.335012605414 2019-05-01 "Cuenta 3" "Centro 2"
"122" 76 "Erling Murazik" 309 10 214.891543588601 125.40228785947 72 89.8693523136899 16.5311137679964 41 242.000684095547 84.8630424588919 165 165.290792379528 133.786500385031 114 136.549834627658 49.431446287781 25 174.823385756463 2019-05-02 "Cuenta 1" "Centro 5"
"123" 84 "Arnold Wisozk" 25 308 42.7549421321601 159.957776311785 50 27.2330129984766 81.8431823980063 42 109.304483374581 106.800374574959 139 110.038506519049 103.914047777653 72 74.9511063098907 122.464867169037 84 193.368505127728 2019-05-03 "Cuenta 4" "Centro 4"
"124" 164 "Mr. Jordi Jakubowski MD" 311 1 45.1772772939876 68.9514586236328 67 2.40034209564328 30.3756061475724 112 11.591205582954 154.585669189692 84 111.19391862303 45.6797407008708 198 42.0189772732556 81.9714781828225 109 43.8258333597332 2019-05-04 "Cuenta 1" "Centro 1"
"125" 138 "Dr. Antionette Bailey" 106 546 34.1848162701353 155.851652892306 51 75.4672670504078 10.436327336356 172 1.35009060613811 24.8561473563313 2 137.994552124292 43.0348136462271 28 169.033310329542 81.1106368899345 166 149.035716988146 2019-05-05 "Cuenta 1" "Centro 4"
"126" 53 "Blaine Sawayn" 497 469 15.3489516349509 52.8343126177788 110 1.59809712786227 22.9875455144793 102 142.182865552604 252.317511942238 150 41.328280325979 181.801763642579 18 82.1083865594119 60.5497713200748 57 29.2138732038438 2019-05-06 "Cuenta 4" "Centro 5"
"127" 98 "Daisye Pfeffer" 180 215 108.925199601799 54.5708242803812 8 62.2257265495136 10.2873167954385 97 85.9237024560571 84.8148428834975 83 14.020027872175 186.097257910296 35 159.387886198238 89.2200419679284 25 108.060425519943 2019-05-07 "Cuenta 2" "Centro 1"
"128" 186 "Daisey Koss" 194 521 122.465191595256 120.800067996606 126 93.1693446123973 32.4165021302179 2 207.465939433314 385.202928446233 145 31.1299189459532 89.7321269381791 141 154.278724920005 70.1303810346872 85 64.1669143922627 2019-05-08 "Cuenta 4" "Centro 3"
"129" 198 "Dannie Connelly" 327 306 51.3713226187974 68.6719384044409 177 91.1149028688669 73.5925802728161 49 52.7449287241325 86.3107155077159 133 168.444941751659 136.385203991085 88 84.7149782814085 14.8325320798904 170 164.173419214785 2019-05-09 "Cuenta 3" "Centro 2"
"130" 191 "Marry Russel" 13 271 92.9078398039564 178.541716374457 170 44.0421238308772 83.6022037314251 82 85.9984748996794 384.355541411787 41 122.195415291935 28.7302042823285 5 45.2136404346675 40.002864645794 150 139.753734460101 2019-05-10 "Cuenta 4" "Centro 5"
"131" 24 "Alisha Powlowski-Hoppe" 455 156 122.905361442827 17.8223954048008 130 68.9109096303582 31.7123763728887 42 232.610297086649 387.571706715971 121 181.78711743094 4.67220689170063 151 28.8701002020389 186.904207197949 58 102.195745613426 2019-05-11 "Cuenta 1" "Centro 5"
"132" 171 "Kelsea Rowe DDS" 50 228 128.769107535481 111.966864205897 182 12.8334197448567 96.6062096413225 143 291.135435691103 37.0648490265012 71 133.137685898691 94.6189930196851 63 34.0871262364089 138.622650550678 6 176.537484303117 2019-05-12 "Cuenta 1" "Centro 3"
"133" 75 "Arlin Hilll-Davis" 8 8 286.077102902345 4.44437880069017 191 50.8620365988463 28.9072290295735 76 249.518683226779 177.323587983847 185 132.499929657206 150.255209254101 113 92.6243886817247 199.233005288988 174 22.0888318493962 2019-05-13 "Cuenta 2" "Centro 3"
"134" 26 "Louie White" 303 464 263.879027869552 194.022706104442 162 49.7404213063419 35.0888234796003 50 250.266207475215 217.393702734262 195 68.1157345417887 47.6084643509239 89 169.599483069032 35.7745665125549 152 53.0890399590135 2019-05-14 "Cuenta 1" "Centro 2"
"135" 113 "Jacalyn Hackett" 383 75 17.6099121803418 10.5373736005276 53 28.8117141928524 89.2717693699524 29 6.30363242235035 257.971923518926 98 63.3780776988715 93.5504572931677 55 37.9720350261778 101.270747929811 179 168.682624073699 2019-05-15 "Cuenta 4" "Centro 4"
"136" 8 "Mr. Ham Marvin DDS" 213 45 213.60676784534 114.561378862709 147 95.6132978899404 34.9137127865106 183 219.802274764515 26.9772808067501 175 37.0704132597893 163.83444648236 187 34.5883115660399 51.0564268101007 7 69.5801536086947 2019-05-16 "Cuenta 2" "Centro 5"
"137" 131 "Cyrus Upton" 465 224 35.7446556910872 109.526113653556 154 41.4014485897496 67.881635366939 173 5.34078734926879 18.9718036912382 91 102.752113016322 59.8427700810134 188 8.07396192103624 58.6014468688518 48 170.818755682558 2019-05-17 "Cuenta 1" "Centro 4"
"138" 133 "Maureen DuBuque" 449 167 152.531896485016 143.933814624324 122 64.6718018455431 44.2257906775922 176 104.322767467238 89.8712421767414 29 136.686264630407 55.5681109894067 33 132.994967047125 11.500939540565 161 70.3508903738111 2019-05-18 "Cuenta 5" "Centro 1"
"139" 121 "Mr. Mordechai Champlin MD" 393 437 243.765088403597 101.243280060589 47 75.0646221218631 68.9051686087623 178 268.257107259706 392.184426914901 59 61.1750589683652 190.979998605326 85 194.430149253458 12.8404933959246 157 186.736358329654 2019-05-19 "Cuenta 5" "Centro 3"
"140" 140 "Daisie Friesen" 439 436 33.3476189291105 64.4889729097486 106 88.1364993285388 61.8297428824008 187 237.900644238107 354.787329956889 50 95.6254357472062 4.5706769451499 87 195.674233417958 45.5121838953346 4 150.466483039781 2019-05-20 "Cuenta 2" "Centro 4"
"141" 85 "Mr. Kazuo Kohler PhD" 116 214 155.825825664215 78.0874165240675 165 7.77646419592202 80.4627537494525 185 155.296851717867 224.51974125579 32 69.8511410038918 119.532826449722 155 84.2547722160816 11.1711337696761 131 33.3715119864792 2019-05-21 "Cuenta 1" "Centro 5"
"142" 24 "Joseph Waters IV" 448 67 261.475400836207 186.318003991619 31 29.5392510248348 2.77138953097165 197 131.855999515392 377.748104277998 200 144.852157542482 191.403901856393 41 81.9007649086416 131.055802153423 2 138.803920336068 2019-05-22 "Cuenta 3" "Centro 5"
"143" 108 "Amado Heaney" 440 570 19.9770222650841 131.708831619471 52 65.1942990953103 89.0324283624068 58 164.454966201447 365.05376920104 134 34.8131270613521 166.598755028099 74 135.283523192629 15.9751117695123 96 148.44320518896 2019-05-23 "Cuenta 2" "Centro 4"
"144" 173 "Mr. Alto Bashirian" 436 417 47.8851838968694 184.857212938368 80 63.6065600905567 18.4281352907419 116 229.043123801239 112.023716047406 180 176.866376772523 102.064753836021 42 111.976168723777 138.917735684663 43 22.0170957967639 2019-05-24 "Cuenta 5" "Centro 3"
"145" 168 "Saverio Satterfield" 299 513 45.403301040642 42.0460191555321 186 69.1924915881827 76.4031548285857 134 71.0970012238249 6.17977967485785 158 55.2003407850862 193.733400385827 170 174.105874774978 153.967166133225 38 108.757317811251 2019-05-25 "Cuenta 2" "Centro 3"
"146" 46 "Mahlon Reinger" 329 371 11.1230480717495 60.8898173552006 7 54.4671027222648 9.35572504531592 149 32.3275852482766 355.849543493241 196 18.5267274733633 39.8526444565505 155 149.376541562378 79.6803324017674 192 167.336363298818 2019-05-26 "Cuenta 1" "Centro 3"
"147" 35 "Keenen McKenzie" 128 348 151.094234827906 171.560290129855 185 41.9086470268667 50.2236476168036 69 61.6184010403231 389.808010682464 175 143.137109605595 69.7186331730336 99 127.604261646047 160.493782022968 140 138.938975334167 2019-05-27 "Cuenta 1" "Centro 4"
"148" 187 "Mrs. Tamika Hettinger" 375 550 141.533908783458 49.6894431766123 145 21.9264377839863 59.174561011605 184 88.5801744181663 173.650285881013 63 43.9904803410172 10.6498204637319 153 163.707472756505 106.759594613686 193 177.574353339151 2019-05-28 "Cuenta 1" "Centro 5"
"149" 68 "Ruel Kozey-Dach" 348 583 280.552627402358 108.010184206069 105 49.732017563656 26.848442805931 147 240.762691525742 156.802373379469 32 49.0511937066913 31.0940138064325 101 28.7734464742243 91.62168642506 22 0.28772889636457 2019-05-29 "Cuenta 3" "Centro 3"
"150" 166 "Dr. Jajuan Cruickshank" 50 501 66.4618532638997 27.1294354926795 171 94.8705972405151 42.7200454985723 153 192.820279835723 87.5967775471509 95 147.775072418153 46.3774581905454 171 17.3027018550783 168.411562591791 115 47.1360499970615 2019-05-30 "Cuenta 3" "Centro 3"
"151" 99 "Kareem Abshire DVM" 311 48 45.7928108749911 183.337954012677 13 1.45769473165274 54.5860897516832 37 86.6627437295392 202.414314541966 114 31.5400132443756 54.3032879009843 31 75.5610613618046 1.47275463677943 74 93.4199092909694 2019-05-31 "Cuenta 5" "Centro 4"
"152" 74 "Aloysius Beatty-Boyle" 354 529 253.738457383588 184.335831459612 18 82.8025622060522 67.0876156771556 198 237.268891744316 65.1522391475737 168 20.052441675216 162.936163786799 164 169.824898941442 6.72504045069218 140 133.086830144748 2019-06-01 "Cuenta 1" "Centro 1"
"153" 51 "Ms. Elfreda Olson" 171 152 163.43052580487 114.755210885778 92 15.8988583600149 65.9994766581804 174 208.40319043491 292.03045507893 62 89.5397129934281 34.9428694229573 185 14.6699937060475 83.2846418023109 61 25.9460029192269 2019-06-02 "Cuenta 4" "Centro 3"
"154" 168 "Vernon Streich-Tillman" 157 361 193.200359470211 162.794715445489 54 53.8515462772921 2.68607796169817 49 54.4285569805652 389.947701618075 122 157.593899406493 167.549386946484 93 124.787855567411 65.9422846976668 144 157.441200688481 2019-06-03 "Cuenta 3" "Centro 1"
"155" 13 "Vilma Cremin DDS" 354 71 167.866047145799 33.9946303050965 142 46.7226957902312 77.8270757989958 82 129.412553203292 6.55073933303356 51 68.4018991421908 70.0524354819208 13 46.1651735473424 35.7239746954292 198 115.337382350117 2019-06-04 "Cuenta 1" "Centro 4"
"156" 168 "Jenni Boyle" 358 145 119.21187476255 183.758320473135 171 36.2746302736923 73.0331248836592 102 208.391283382662 9.1484303586185 80 45.9836477413774 54.8904167022556 169 194.016063353047 69.4103848189116 166 95.8387028425932 2019-06-05 "Cuenta 3" "Centro 5"
"157" 159 "Trudy Schimmel DDS" 28 158 184.609113237821 86.982720438391 84 14.4154497887939 69.1099378047511 143 63.6956416536123 389.837109204382 153 97.104820003733 153.6377010867 57 153.753740852699 55.2771272603422 89 196.517588850111 2019-06-06 "Cuenta 5" "Centro 1"
"158" 51 "Jenni Lind" 214 550 68.8362445682287 25.3481983672827 139 73.5146945342422 4.69033443368971 6 145.040803821757 394.753230269998 129 14.6803798619658 13.5843833908439 135 196.51096239686 189.694478642195 113 190.731320902705 2019-06-07 "Cuenta 2" "Centro 1"
"159" 185 "Omie Simonis" 75 311 9.91972354240716 109.539926797152 22 66.2950489204377 5.31649391632527 152 13.6845838045701 115.240076184273 172 190.441121673211 161.057124566287 157 134.522800892591 40.5350910034031 184 166.168583184481 2019-06-08 "Cuenta 3" "Centro 5"
"160" 131 "Howell Hayes" 19 532 85.763311595656 92.9627990815789 95 35.8736843802035 59.860040131025 84 252.870100736618 96.2291604839265 100 134.821217972785 187.453483836725 120 118.168253684416 177.999733993784 49 32.6434140093625 2019-06-09 "Cuenta 1" "Centro 4"
"161" 72 "Miles Lebsack" 144 232 258.278527320363 164.437864953652 146 81.5750554902479 24.4837628444657 49 160.222822031938 391.015002317727 162 171.043868223205 193.268183479086 120 27.5570944417268 148.278323281556 101 69.2873699590564 2019-06-10 "Cuenta 1" "Centro 3"
"162" 16 "Niles Jerde" 292 517 18.4456602903083 134.067358542234 136 17.8265960887074 56.6588936606422 111 261.075427522883 277.890909742564 170 116.609010053799 130.988454725593 49 52.7907834853977 51.8465949222445 52 52.2893902845681 2019-06-11 "Cuenta 2" "Centro 2"
"163" 152 "Franco Kertzmann" 379 401 85.5112305376679 36.8157733697444 140 62.6096834195778 18.8358580693603 150 72.1252371557057 180.875268951058 63 125.850841216743 75.7504333276302 64 2.48237336054444 83.8661199901253 103 77.4021620396525 2019-06-12 "Cuenta 1" "Centro 3"
"164" 19 "Towanda DuBuque DVM" 148 430 39.3938532331958 134.161277348176 68 45.9121579769999 68.6194191686809 150 209.801422082819 54.9105262383819 35 49.0120975766331 19.6007047314197 48 71.5427570510656 109.041906893253 180 176.798891834915 2019-06-13 "Cuenta 4" "Centro 4"
"165" 113 "Ms. Christal Schowalter DVM" 144 215 27.0444142632186 177.913382323459 13 88.1067623617128 72.2601034212857 176 24.8916089069098 5.00019155442715 72 79.3803879059851 143.700629565865 48 76.011975388974 80.048111313954 53 98.7583294976503 2019-06-14 "Cuenta 4" "Centro 4"
"166" 126 "Lydell Waters-Barton" 244 528 164.952821703628 155.877435579896 195 92.1597473556176 44.3464112700894 102 163.816921622492 147.681141737849 5 164.33069575578 25.1370725221932 148 7.68732884898782 194.702851679176 50 62.4419576022774 2019-06-15 "Cuenta 5" "Centro 5"
"167" 92 "Moses Lakin" 286 144 154.918682458811 187.731159105897 109 92.727253655903 19.1945757484064 129 272.762488061562 376.628248114139 72 148.931900644675 64.4814382307231 123 40.004668943584 171.549628814682 40 147.769415052608 2019-06-16 "Cuenta 2" "Centro 5"
"168" 132 "Elisabeth Beier" 10 319 37.6186090987176 159.551171027124 14 76.6260313801467 46.5005165431648 32 248.683253698982 28.841005731374 79 102.569278236479 147.404850507155 152 64.3561885226518 178.495977306738 132 105.20546156913 2019-06-17 "Cuenta 2" "Centro 3"
"169" 139 "Myles Schultz" 251 339 47.8220470715314 74.721163790673 59 15.0404516840354 89.0308654168621 17 286.670820135623 54.5379305258393 107 7.87410130724311 13.4481685236096 159 81.4159537199885 170.931221311912 106 117.480338132009 2019-06-18 "Cuenta 4" "Centro 4"
"170" 169 "Kinsley Ledner" 340 419 202.798931510188 190.114929666743 134 54.0133776841685 89.6344010019675 196 222.686681407504 161.604114063084 157 100.281013734639 30.4347446188331 149 131.978728109971 75.1903420314193 67 184.103347174823 2019-06-19 "Cuenta 4" "Centro 3"
"171" 150 "Taylor Bernier-Konopelski" 425 59 263.384220167063 42.2759133856744 167 41.9236067682505 26.1473603080958 168 251.990697300062 82.5001415796578 147 128.280174359679 99.2439296562225 154 118.356626899913 69.5963355712593 36 25.0651145353913 2019-06-20 "Cuenta 3" "Centro 3"
"172" 184 "Gonzalo Kassulke" 77 109 45.6984036136419 141.175886522979 38 96.8974913470447 15.7573065953329 2 69.0331277204677 117.297560442239 28 149.942210782319 88.8168159872293 127 23.7881216686219 17.0552642550319 67 7.0199060253799 2019-06-21 "Cuenta 3" "Centro 1"
"173" 110 "Dr. Jedediah Zieme DVM" 11 144 252.663638466038 144.968511164188 29 70.8915929542854 46.7577046947554 41 120.036781369708 312.321600597352 1 173.265255335718 97.721861070022 123 146.360635152087 124.842104595155 24 132.793634571135 2019-06-22 "Cuenta 1" "Centro 4"
"174" 29 "Roosevelt Dooley IV" 160 461 184.015035862103 93.5397615656257 86 15.3405420714989 47.4674820899963 149 98.5732607077807 378.018039278686 167 188.345386786386 40.3725408017635 21 117.833878425881 42.3754951916635 124 175.478978501633 2019-06-23 "Cuenta 4" "Centro 1"
"175" 43 "Merri Friesen-Price" 119 191 153.08071912732 51.7056020442396 45 38.8605957617983 11.4245751174167 129 292.618156294338 39.3330526538193 131 39.0313245356083 32.3281202930957 48 42.8616019897163 120.724420854822 160 168.299576081336 2019-06-24 "Cuenta 1" "Centro 5"
"176" 129 "Drucilla Konopelski" 55 319 203.825266566128 155.468953913078 69 43.9462140435353 1.89937723334879 49 161.466848594137 304.90363035351 170 70.6212879624218 194.842897402123 79 23.0998297221959 148.555942205712 77 1.68312229216099 2019-06-25 "Cuenta 4" "Centro 1"
"177" 69 "Matias Thompson" 362 593 152.284691948444 52.4322975426912 109 20.155321364291 38.5399639839306 14 120.677553559653 123.103867098689 49 165.490503469482 91.3440170697868 13 53.5166478715837 122.842407925054 180 114.880490768701 2019-06-26 "Cuenta 1" "Centro 1"
"178" 89 "Jada Barton" 401 57 102.231058920734 121.407824102789 120 27.9604458250105 72.7178386878222 121 94.4637831766158 349.237970728427 83 108.782822592184 196.304708067328 22 136.928661121055 54.2818774469197 26 42.0071491505951 2019-06-27 "Cuenta 1" "Centro 5"
"179" 183 "Arvin Shields" 352 69 247.12936040014 14.7930046077818 171 91.6063275653869 35.4748296551406 52 240.830594510771 252.735319081694 31 30.1737755537033 186.188531760126 35 89.5735509227961 96.7021736782044 185 189.801013702527 2019-06-28 "Cuenta 2" "Centro 3"
"180" 151 "Aida Graham" 91 155 126.884304103442 17.3717075958848 89 65.3206496266648 54.2615846730769 98 245.878224726766 349.431839305907 65 86.2063560634851 100.549325020984 1 167.562266997993 188.380737183616 141 192.648386443034 2019-06-29 "Cuenta 4" "Centro 2"
"181" 193 "Miss Sheree Gorczany" 153 243 173.617689474486 142.06191347912 187 10.7253268128261 28.8405077531934 64 50.5419906461611 119.7559742257 41 171.970087429509 60.595046216622 112 82.5516146607697 111.012951843441 52 116.385355172679 2019-06-30 "Cuenta 4" "Centro 4"
"182" 39 "Josephine Lang" 68 96 59.8969356855378 123.94010592252 23 85.7453644508496 53.0249161180109 38 202.951140375808 335.408570896834 5 146.34452057071 156.008280394599 141 75.6214354652911 1.71339767985046 82 33.4274589084089 2019-07-01 "Cuenta 1" "Centro 5"
"183" 108 "Oleta Miller" 113 120 240.504766814411 127.779955929145 19 76.348698628135 65.4950163327157 138 69.3122064694762 378.459328319877 200 149.757274566218 198.972675390542 33 135.414525540546 30.7073839474469 200 15.423793066293 2019-07-02 "Cuenta 1" "Centro 2"
"184" 151 "Juston Hilpert" 441 111 275.370509061031 192.517046583816 65 91.3837264291942 27.2540451260284 109 51.7571071861312 355.385216139257 135 94.6963027585298 74.5692108292133 70 110.385341383517 96.4877333957702 90 85.0243430119008 2019-07-03 "Cuenta 5" "Centro 4"
"185" 78 "Billy Renner" 120 548 60.9341545728967 54.6579289715737 143 50.0716506037861 17.9217704338953 80 176.639767549932 146.790869254619 144 184.028779249638 179.641836788505 104 116.307106800377 127.375948475674 52 15.6783987767994 2019-07-04 "Cuenta 4" "Centro 4"
"186" 99 "Lavon Bechtelar" 266 310 246.288157068193 67.7133678924292 179 75.3217765130103 76.0028294753283 1 263.306247373112 101.530777197331 120 155.91844394803 197.304800990969 54 122.994626965374 167.382419295609 174 28.9409427437931 2019-07-05 "Cuenta 5" "Centro 3"
"187" 75 "Ab Blick" 289 72 283.146459585987 101.345499046147 153 16.8922293232754 47.0461857272312 138 36.2295200116932 198.547887150198 0 172.494191210717 50.9586172644049 19 39.5955336280167 165.515435161069 100 78.8278887048364 2019-07-06 "Cuenta 4" "Centro 5"
"188" 126 "Damion Wilderman" 107 557 247.425779001787 84.1760163661093 136 8.36063772439957 49.9796606600285 83 172.48007368762 347.70817887038 178 97.0239766407758 25.4465160425752 72 150.867159990594 155.105886654928 106 80.5087605491281 2019-07-07 "Cuenta 4" "Centro 4"
"189" 190 "Sina Kovacek" 177 66 193.332368368283 168.174377875403 165 55.0648386823013 81.0664773918688 2 196.027891128324 160.489739943296 141 32.8067719005048 101.879216590896 82 29.3629750143737 197.260693041608 40 147.242758376524 2019-07-08 "Cuenta 1" "Centro 5"
"190" 90 "Francisca Denesik" 324 223 112.695580674335 50.8297278545797 86 87.6648155041039 48.2007671846077 42 171.208376856521 120.123075973243 125 21.191377658397 50.9024936705828 142 119.470798922703 126.14998226054 29 24.0415286738425 2019-07-09 "Cuenta 4" "Centro 4"
"191" 90 "Mr. Gregg Beier II" 25 141 51.5564076136798 26.3741983100772 15 29.9462834373116 39.864865434356 41 135.108613176271 215.80012049526 130 36.5767332725227 173.553023207933 74 169.702597148716 182.963509252295 14 13.7930432334542 2019-07-10 "Cuenta 4" "Centro 2"
"192" 4 "Jenna Kirlin PhD" 140 545 165.875191194937 159.711761167273 37 74.1438048193231 95.7031927304342 110 291.64202939719 383.979962952435 15 144.376142462716 30.3927341010422 82 111.779103474692 133.032118529081 71 62.886282755062 2019-07-11 "Cuenta 2" "Centro 5"
"193" 40 "Amon Greenfelder" 204 239 202.972538536415 123.282090108842 40 69.651162950322 6.45286531653255 18 43.1370514445007 256.008059903979 153 129.938657348976 64.8186820559204 158 159.691586438566 174.512508325279 34 98.7748448736966 2019-07-12 "Cuenta 3" "Centro 3"
"194" 189 "Karis Harvey DDS" 299 501 77.389448415488 178.878550091758 62 69.8472697287798 29.8342865891755 116 95.8270082948729 116.695478837937 60 104.449273552746 59.5107041299343 173 116.773345740512 188.149081962183 107 90.9507596399635 2019-07-13 "Cuenta 2" "Centro 3"
